Battery,Brand,CPU,Color,Display,Graphics,MFG_year,Name,OS,Price,Ram,Size,Storage,URL,Weight,Wireless
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits.                                            ","
                                                    Intel Graphic HD 620                                            ","
                                                            2018                                                    ",Core i7 8650U RAM 16GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",10.700.000đ,"
                                                    8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm                                            ","
                                                            33.1cm x 22.7cm x 1.8cm                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t480s-i7-nhieu-cau-hinh/,"
                                                            1.32KG                                                    ","
                                                            Intel Wireless-AC 8265 2×2 AC + Bluetooth                                                    "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits.                                            ","
                                                    Intel Graphic HD 620                                            ","
                                                            2018                                                    ",Core i7 8650U RAM 24GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",11.200.000đ,"
                                                    8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm                                            ","
                                                            33.1cm x 22.7cm x 1.8cm                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t480s-i7-nhieu-cau-hinh/,"
                                                            1.32KG                                                    ","
                                                            Intel Wireless-AC 8265 2×2 AC + Bluetooth                                                    "
"
                                                    6-cell, 91whr                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7 6820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.7GHz có thể đạt tối đa 3.6GHz với Turbo Boost, 8 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    17,3 inch FHD 1920x1080 pixel IPS                                            ","
                                                    Intel HD Graphics 530 + AMD Radeon™ PRO WX 4130                                            ","
                                                            2016                                                    ",Dell Precision 7720 i7 6820HQ 16GB SSD 240GB AMD Radeon™ PRO WX 4130 17.3inch FHD IPS,"
                                                            Windows 10                                                    ",14.500.000đ,"
                                                    16GB DDR4                                            ","
                                                            41.7 x 28.1 x 2.8 - 3.4 cm                                                    ","
                                                    240GB SSD                                            ",https://trungtran.vn/dell-precision-7720-i7-amd-nhieu-cau-hinh/,"
                                                            3.4kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    6-cell, 91whr                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7 6820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.7GHz có thể đạt tối đa 3.6GHz với Turbo Boost, 8 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    17,3 inch FHD 1920x1080 pixel IPS                                            ","
                                                    Intel HD Graphics 530 + AMD Radeon™ PRO WX 4130                                            ","
                                                            2016                                                    ","Dell Precision 7720 i7 6820HQ 32GB SSD 512GB AMD Radeon™ PRO WX 4130 17.3"" FHD IPS","
                                                            Windows 10                                                    ",16.000.000đ,"
                                                    16GB DDR4                                            ","
                                                            41.7 x 28.1 x 2.8 - 3.4 cm                                                    ","
                                                    240GB SSD                                            ",https://trungtran.vn/dell-precision-7720-i7-amd-nhieu-cau-hinh/,"
                                                            3.4kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    Wi-Fi + Bluetooth                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 6300U                                            ","
                                                            Đen                                                    ","
                                                    14"" FHD (1920 x 1080) IPS, màn nhám chống loá, có option màn cảm ứng                                            ","
                                                    Intel® HD Graphics 620                                            ","
                                                            2016                                                    ",ThinkPad T470 i5 6300U Ram 8GB SSD 240/256GB FHD IPS,"
                                                            Windows 10                                                     ",6.400.000đ,"
                                                    8GB DDR4                                            ",,"
                                                    256GB SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t470-i5-skylake-full-hd-ips-intel-hd-graphics/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    Wi-Fi + Bluetooth                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 6300U                                            ","
                                                            Đen                                                    ","
                                                    14"" FHD (1920 x 1080) IPS, màn nhám chống loá, có option màn cảm ứng                                            ","
                                                    Intel® HD Graphics 620                                            ","
                                                            2016                                                    ",ThinkPad T470 i5 6300U Ram 8GB SSD 240/256GB FHD IPS Touch,"
                                                            Windows 10                                                     ",6.900.000đ,"
                                                    8GB DDR4                                            ",,"
                                                    256GB SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t470-i5-skylake-full-hd-ips-intel-hd-graphics/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    Wi-Fi + Bluetooth                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 6300U                                            ","
                                                            Đen                                                    ","
                                                    14"" FHD (1920 x 1080) IPS, màn nhám chống loá, có option màn cảm ứng                                            ","
                                                    Intel® HD Graphics 620                                            ","
                                                            2016                                                    ",ThinkPad T470 i5 7300U Ram 8GB SSD 240/256GB FHD IPS,"
                                                            Windows 10                                                     ",6.600.000đ,"
                                                    8GB DDR4                                            ",,"
                                                    256GB SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t470-i5-skylake-full-hd-ips-intel-hd-graphics/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    Wi-Fi + Bluetooth                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 6300U                                            ","
                                                            Đen                                                    ","
                                                    14"" FHD (1920 x 1080) IPS, màn nhám chống loá, có option màn cảm ứng                                            ","
                                                    Intel® HD Graphics 620                                            ","
                                                            2016                                                    ",ThinkPad T470 i5 7300U Ram 8GB SSD 240/256GB FHD IPS Touch,"
                                                            Windows 10                                                     ",7.100.000đ,"
                                                    8GB DDR4                                            ",,"
                                                    256GB SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t470-i5-skylake-full-hd-ips-intel-hd-graphics/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    Đã qua sử dụng                                            ",,"
                                                    Intel Core i7 6820HQ                                            ",,"
                                                    15.6″ FHD IPS Touch (1920×1080) Wide View LED-backlit (72% color gamut)                                            ","
                                                    Intel® HD Graphics 530 + AMD FirePro W5130M                                            ","
                                                            2016                                                    ",Dell Precision 3510 Intel i7 AMD FirePro W5130M 2GB,"
                                                            Windows 10 Pro                                                    ","
                            Liên hệ                        ","
                                                    16GB 2133MHz DDR4                                            ",,"
                                                    500GB 2.5"" HDD                                            ",https://trungtran.vn/dell-precision-3510-intel-i7-amd-firepro-w5130m-2gb-new-p1824/,,
"
                                                    6 Cell                                            ",,"
                                                    Intel Core i7 6700HQ                                            ",,"
                                                    Display 15.6-inch 4K (3840 x 2160) Touch Display                                            ","
                                                    NVIDIA® GeForce® GTX 960M GDDR5 4GB                                            ","
                                                            2016                                                    ",Dell Inspiron 7559 i7 Touch 4K Display GTX 960,"
                                                            Windows 10 Pro                                                    ","
                            Liên hệ                        ","
                                                    8GB DDR3 SDRAM 1600Mhz                                            ",,"
                                                    1TB 2.5"" HDD                                            ",https://trungtran.vn/dell-inspiron-7559-i7-touch-4k-display-gtx-960-new-nguyen-seal-p1754/,,
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits                                            ","
                                                    Intel Graphic HD 620                                            ","
                                                            2018                                                    ",Core i5 8350U RAM 8GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",9.100.000đ,"
                                                    8gb 2400MHZ DDR4                                            ","
                                                            33.1cm x 22.7cm x 1.8cm                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t480s-i5-nhieu-cau-hinh/,"
                                                            1.32kg                                                    ","
                                                            Intel® Wireless-AC 9461 802.11a/b/g/n/ac (1×1) Wi-Fi® và Bluetooth® 5 combo, non-vPro®                                                    "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits                                            ","
                                                    Intel Graphic HD 620                                            ","
                                                            2018                                                    ",Core i5 8350U RAM 8GB SSD 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ",9.800.000đ,"
                                                    8gb 2400MHZ DDR4                                            ","
                                                            33.1cm x 22.7cm x 1.8cm                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t480s-i5-nhieu-cau-hinh/,"
                                                            1.32kg                                                    ","
                                                            Intel® Wireless-AC 9461 802.11a/b/g/n/ac (1×1) Wi-Fi® và Bluetooth® 5 combo, non-vPro®                                                    "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits                                            ","
                                                    Intel Graphic HD 620                                            ","
                                                            2018                                                    ",Core i5 8350U RAM 16GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",9.600.000đ,"
                                                    8gb 2400MHZ DDR4                                            ","
                                                            33.1cm x 22.7cm x 1.8cm                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t480s-i5-nhieu-cau-hinh/,"
                                                            1.32kg                                                    ","
                                                            Intel® Wireless-AC 9461 802.11a/b/g/n/ac (1×1) Wi-Fi® và Bluetooth® 5 combo, non-vPro®                                                    "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits                                            ","
                                                    Intel Graphic HD 620                                            ","
                                                            2018                                                    ",Core i5 8350U RAM 16GB SSD 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ",10.300.000đ,"
                                                    8gb 2400MHZ DDR4                                            ","
                                                            33.1cm x 22.7cm x 1.8cm                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t480s-i5-nhieu-cau-hinh/,"
                                                            1.32kg                                                    ","
                                                            Intel® Wireless-AC 9461 802.11a/b/g/n/ac (1×1) Wi-Fi® và Bluetooth® 5 combo, non-vPro®                                                    "
,,,,,,,,,,,,,https://trungtran.vn/tags/chi-ban-online,,
"
                                                    6cells                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14inches 2K (2560x1440) Tấm nền IPS Siêu Nét                                            ","
                                                    Intel Graphics HD 620                                            ","
                                                            2017                                                    ",Lenovo Thinkpad T470s i7 7600U 8GB SSD 256GB 2K IPS,"
                                                            Windows 10                                                    ",10.300.000đ,"
                                                    8GB DDR4                                            ","
                                                            33.1 x 22.6.8mm x 16.9-18.8                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t470s-i7-7600u-2k-nhieu-cau-hinh/,"
                                                            1.32kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    6cells                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14inches 2K (2560x1440) Tấm nền IPS Siêu Nét                                            ","
                                                    Intel Graphics HD 620                                            ","
                                                            2017                                                    ",Lenovo Thinkpad T470s i7 7600U 16GB SSD 256GB 2K IPS,"
                                                            Windows 10                                                    ",10.800.000đ,"
                                                    8GB DDR4                                            ","
                                                            33.1 x 22.6.8mm x 16.9-18.8                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t470s-i7-7600u-2k-nhieu-cau-hinh/,"
                                                            1.32kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    4-cell, 52 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7-10610U (4 nhân 8 luồng, 8MB SmartCache, xung nhịp cơ bản 1.8 GHz, có thể đạt tới 4.9 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) WVA, màn gương, có cảm ứng, độ sáng màn 300 nits, độ phủ màu 72% NTSC (trên 90% sRGB), tần số quét 60Hz, low blue light                                            ","
                                                    Intel® UHD 620 onboard                                            ","
                                                            2020                                                    ","Dell Latitude 7400 i7-8665U 8GB SSD 240GB/256GB 14"" FHD IPS","
                                                            Windows 10                                                    ",9.400.000đ,"
                                                    16GB LPDDR4 2666MHz hàn trên main                                            ","
                                                            32.13cm x 20.86cm x 1.8-1.9cm                                                    ","
                                                    512 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7410-i7-intel/,"
                                                            1.33kg                                                    ","
                                                            Wi-Fi + Bluetooth 5.1                                                    "
"
                                                    1 pin rời 24wh, 1 pin trong 32wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    15.6"" FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1                                            ","
                                                    Đồ họa UHD Intel® 620                                            ","
                                                            2019                                                    ",Thinkpad T580 i5-8350U 8GB SSD 256GB Intel FHD IPS Touch,"
                                                            Windows 10                                                    ",10.500.000đ,"
                                                    8GB DDR4 2400MHz                                            ","
                                                            36.5cm x 25.2cm x 1.9-2.0cm                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-t580-i5-intel/,"
                                                            1.95kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    1 pin rời 24wh, 1 pin trong 32wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    15.6"" FHD (1920x1080) IPS, màn nhám chống loá, có cảm ứng, LED backlit, anti-glare, LED backlight,độ sáng 250 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 700:1                                            ","
                                                    Đồ họa UHD Intel® 620                                            ","
                                                            2019                                                    ",Thinkpad T580 i5-8350U 16GB SSD 256GB Intel FHD IPS Touch,"
                                                            Windows 10                                                    ",11.000.000đ,"
                                                    8GB DDR4 2400MHz                                            ","
                                                            36.5cm x 25.2cm x 1.9-2.0cm                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-t580-i5-intel/,"
                                                            1.95kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    4 cell, 56.2wh                                            ","
                                                            HP                                                    ","
                                                    Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)                                            ","
                                                            Platinum (bạc)                                                    ","
                                                    13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)                                            ","
                                                    Intel® UHD Graphics 620                                            ","
                                                            2019                                                    ",Hp Elitebook X360 1030 G4 2-in-1 i5-8365U 8GB SSD 256GB Intel FHD IPS Touch,"
                                                            Windows 10                                                    ",13.500.000đ,"
                                                    8GB/16GB không nâng cấp được                                            ","
                                                            30.58 x 20.50 x 1.57cm                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/hp-elitebook-x360-1030-g4-2-in-1-i5-intel/,"
                                                            1.27                                                    ","
                                                            Wi-Fi® 6, Bluetooth 5                                                    "
"
                                                    4 cell, 56.2wh                                            ","
                                                            HP                                                    ","
                                                    Intel Core i5-8365U (4 nhân 8 luồng, 6M SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)                                            ","
                                                            Platinum (bạc)                                                    ","
                                                    13.3"" FHD IPS có cảm ứng, màn nhám chống loá, 400nits, 72% NTSC (tương đương khoảng 92-95%sRGB)                                            ","
                                                    Intel® UHD Graphics 620                                            ","
                                                            2019                                                    ",Hp Elitebook X360 1030 G4 2-in-1 i5-8365U 16GB SSD 256GB Intel FHD IPS Touch,"
                                                            Windows 10                                                    ",14.900.000đ,"
                                                    8GB/16GB không nâng cấp được                                            ","
                                                            30.58 x 20.50 x 1.57cm                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/hp-elitebook-x360-1030-g4-2-in-1-i5-intel/,"
                                                            1.27                                                    ","
                                                            Wi-Fi® 6, Bluetooth 5                                                    "
"
                                                    57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14"" FHD (1920x1080) IPS, màn nhám có cảm ứng, độ sáng 300nits, tỷ lệ khung hình 16:9; tỷ lệ tương phản 700:1; độ phủ màu 45% NTSC (tương đương chỉ tầm 65% sRGB), màn giảm ánh sáng xanh                                            ","
                                                    Intel® UHD Graphics 620                                            ","
                                                            2018                                                    ",Thinkpad T490s i7-8665U 32GB SSD 512GB FHD IPS Touch,"
                                                            Windows 10                                                    ",16.200.000đ,"
                                                    32GB DDR4 2400MHz, không nâng cấp được                                            ","
                                                            32.9 x 22.6 x 1.67 cm                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-t490s-i7-intel/,"
                                                            1.35kg                                                    ","
                                                            Wi-Fi + Bluetooth 5.1                                                    "
"
                                                    57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14"" FHD (1920x1080) IPS, màn nhám có cảm ứng, độ sáng 300nits, tỷ lệ khung hình 16:9; tỷ lệ tương phản 700:1; độ phủ màu 45% NTSC (tương đương chỉ tầm 65% sRGB), màn giảm ánh sáng xanh                                            ","
                                                    Intel® UHD Graphics 620                                            ","
                                                            2018                                                    ",Thinkpad T490s i7-8665U 12GB SSD 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ",13.500.000đ,"
                                                    32GB DDR4 2400MHz, không nâng cấp được                                            ","
                                                            32.9 x 22.6 x 1.67 cm                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-t490s-i7-intel/,"
                                                            1.35kg                                                    ","
                                                            Wi-Fi + Bluetooth 5.1                                                    "
"
                                                    57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14"" FHD (1920x1080) IPS, màn nhám có cảm ứng, độ sáng 300nits, tỷ lệ khung hình 16:9; tỷ lệ tương phản 700:1; độ phủ màu 45% NTSC (tương đương chỉ tầm 65% sRGB), màn giảm ánh sáng xanh                                            ","
                                                    Intel® UHD Graphics 620                                            ","
                                                            2018                                                    ",Thinkpad T490s i7-8665U 32GB SSD 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ",15.500.000đ,"
                                                    32GB DDR4 2400MHz, không nâng cấp được                                            ","
                                                            32.9 x 22.6 x 1.67 cm                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-t490s-i7-intel/,"
                                                            1.35kg                                                    ","
                                                            Wi-Fi + Bluetooth 5.1                                                    "
