Name,Price,URL,ImgURL,CPU,Ram,Storage,Graphics,Display,Status,Battery,Wireless,Weight,Size,Color,OS,Brand,MFG_year
Core i5 8350U RAM 8GB SSD 256GB FHD IPS Touch,8900000,https://trungtran.vn/lenovo-thinkpad-t480s-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/chinh_dien_t480s_resize.png,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel Smart Cache)",8gb 2400MHZ DDR4,256GB PCIe NVMe M.2 SSD,Intel Graphic HD 620,"14 inch, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits",Đã qua sử dụng,Battery,"Intel Wireless-AC 9461 802.11a/b/g/n/ac (1×1) Wi-Fi và Bluetooth 5 combo, non-vPro",1.32,33.1 x 22.7 x 1.8,Đen,Windows 10,Lenovo,2018
Core i5 8350U RAM 16GB SSD 256GB FHD IPS,8900000,https://trungtran.vn/lenovo-thinkpad-t480s-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/chinh_dien_t480s_resize.png,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel Smart Cache)",8gb 2400MHZ DDR4,256GB PCIe NVMe M.2 SSD,Intel Graphic HD 620,"14 inch, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits",Đã qua sử dụng,Battery,"Intel Wireless-AC 9461 802.11a/b/g/n/ac (1×1) Wi-Fi và Bluetooth 5 combo, non-vPro",1.32,33.1 x 22.7 x 1.8,Đen,Windows 10,Lenovo,2018
Core i5 8350U RAM 16GB SSD 256GB FHD IPS Touch,9400000,https://trungtran.vn/lenovo-thinkpad-t480s-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/chinh_dien_t480s_resize.png,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp 1.7GHz -  3.6GHz, 6 MB Intel Smart Cache)",8gb 2400MHZ DDR4,256GB PCIe NVMe M.2 SSD,Intel Graphic HD 620,"14 inch, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits",Đã qua sử dụng,Battery,"Intel Wireless-AC 9461 802.11a/b/g/n/ac (1×1) Wi-Fi và Bluetooth 5 combo, non-vPro",1.32,33.1 x 22.7 x 1.8,Đen,Windows 10,Lenovo,2018
Lenovo Thinkpad T470s i7 7600U 8GB SSD 256GB 2K IPS,10300000,https://trungtran.vn/lenovo-thinkpad-t470s-i7-7600u-2k-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/t470s_chinh_dien_png.png,"Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel Smart Cache)",8GB DDR4,256GB SSD,Intel Graphics HD 620,14inches 2K (2560x1440) Tấm nền IPS Siêu Nét,Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.32,33.1 x 22.6.8mm x 16.9-18.8,Đen,Windows 10,Lenovo,2017
Lenovo Thinkpad T470s i7 7600U 16GB SSD 256GB 2K IPS,10800000,https://trungtran.vn/lenovo-thinkpad-t470s-i7-7600u-2k-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/t470s_chinh_dien_png.png,"Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel Smart Cache)",8GB DDR4,256GB SSD,Intel Graphics HD 620,14inches 2K (2560x1440) Tấm nền IPS Siêu Nét,Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.32,33.1 x 22.6.8mm x 16.9-18.8,Đen,Windows 10,Lenovo,2017
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 5600H 8GB SSD 512GB RTX 3050Ti FHD IPS 120Hz,16500000,https://trungtran.vn/lenovo-ideapad-gaming-3-amd-nhieu-cau-hinh/,https://trungtran.vn//upload_images/images/products/ideapad-gaming/resized/ideapad-gaming-3-front.webp,8GB DDR4 3200MHz,15.6″ FHD (1920 x 1080) tấm nền IPS Anti-Glare LED-Backlit Display,AMD Radeon Graphics, Shale Black (Đen pha các chi tiết đỏ),3Cells,Mới,Battery,Wi-Fi + Bluetooth,,, Shale Black (Đen pha các chi tiết đỏ),Windows 11 Home,Lenovo,2018
Dell Inspiron 7415 2-in-1 Ryzen 5 5500U 8GB SSD 256GB FHD IPS Touch,15600000,https://trungtran.vn/dell-inspiron-7415-2-in-1-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell_inspiron_7415_png_fullsize.png,"AMD Ryzen 5 5500U (6 nhân, 12 luồng, xung nhịp cơ bản đơn nhân 2.1GHz, có thể đạt tối đa Turbo Boost 4.0GHz, 8MB L3 Cache )",8GB DDR4 3200MHz,256GB PCIe NVMe M.2 SSD,AMD Radeon Graphics,14 Inch Full HD Widescreen LED IPS (1920 x 1080) có cảm ứng,New 100%,Battery,Wi-Fi + Bluetooth,1.65,32.1 x 21.1 x 1.63-1.79,Mist Blue (Xanh xám nhạt),Windows 11,Dell,2021
Dell Latitude E7480 Core i5 7300U RAM 8GB SSD 256GB FHD IPS Touch,7100000,https://trungtran.vn/dell-latitude-e7480-core-i5-6300u-nhieu-option/,https://trungtran.vn/images/products/2023/resized/7480_chinh_dien_png.png,Intel Core i5 7300U,8GB 2133MHz DDR4,256GB SSD,Intel Graphic HD 620,14 inch Full HD IPS Touch,Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Dell,2017
ThinkPad T470 i5 6300U Ram 8GB SSD 240/256GB FHD IPS,6400000,https://trungtran.vn/lenovo-thinkpad-t470-i5-skylake-full-hd-ips-intel-hd-graphics/,https://trungtran.vn/images/products/2023/resized/lenovo-thinkpad-t470.png,Intel Core i5 6300U,8GB DDR4,256GB SSD,Intel HD Graphics 620,"14 inch FHD (1920 x 1080) IPS, màn nhám chống loá, có option màn cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Lenovo,2016
ThinkPad T470 i5 6300U Ram 8GB SSD 240/256GB FHD IPS Touch,6900000,https://trungtran.vn/lenovo-thinkpad-t470-i5-skylake-full-hd-ips-intel-hd-graphics/,https://trungtran.vn/images/products/2023/resized/lenovo-thinkpad-t470.png,Intel Core i5 6300U,8GB DDR4,256GB SSD,Intel HD Graphics 620,"14 inch FHD (1920 x 1080) IPS, màn nhám chống loá, có option màn cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Lenovo,2016
ThinkPad T470 i5 7300U Ram 8GB SSD 240/256GB FHD IPS,6600000,https://trungtran.vn/lenovo-thinkpad-t470-i5-skylake-full-hd-ips-intel-hd-graphics/,https://trungtran.vn/images/products/2023/resized/lenovo-thinkpad-t470.png,Intel Core i5 6300U,8GB DDR4,256GB SSD,Intel HD Graphics 620,"14 inch FHD (1920 x 1080) IPS, màn nhám chống loá, có option màn cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Lenovo,2016
ThinkPad T470 i5 7300U Ram 8GB SSD 240/256GB FHD IPS Touch,7100000,https://trungtran.vn/lenovo-thinkpad-t470-i5-skylake-full-hd-ips-intel-hd-graphics/,https://trungtran.vn/images/products/2023/resized/lenovo-thinkpad-t470.png,Intel Core i5 6300U,8GB DDR4,256GB SSD,Intel HD Graphics 620,"14 inch FHD (1920 x 1080) IPS, màn nhám chống loá, có option màn cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Lenovo,2016
Lenovo Legion 5 2022 Ryzen 5 6600H 16GB SSD 512GB RTX 3050 WQHD IPS 165Hz,22500000,https://trungtran.vn/lenovo-legion-5-2022-15arh7-ryzen-5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/Lenovo_Legion_5_2020_15ARH7_(8).jpg,"AMD Ryzen 5 6600H, 6 nhân 12 luồng, tần số cơ bản 3.3GHz, có thể đạt tới 4.5GHz với turbo boost, bộ nhớ đệm 3MB L2 / 16MB L3",16GB DDR5-4800,512GB PCIe NVMe M.2 SSD gen 4,AMD Radeon 660M và NVIDIAGeForce RTX 3050 4GB GDDR6,"15.6 inch WQHD (2560x1440) IPS, màn nhám chống lóa, không cảm ứng, tần số quét 165Hz, 100% sRGB, Dolby Vision, Free-Sync, G-Sync, DC dimmer",New 100%,Battery,"Wi-Fi 6, Bluetooth 5.2",2.35,35.9 x 26.2 x 1.9,Đen,Windows 11,Lenovo,2022
ThinkPad T460s i7 6600U 8GB SSD 256GB Full HD IPS,7200000,https://trungtran.vn/thinkpad-t460s-i7-intel-hd-graphics-520-like-new-p1931/,https://trungtran.vn/images/products/2023/resized/chinh_dien_t460s_png.png,"Intel core i7 6600U (2 nhân 4 luồng, xung nhịp cơ bản 2.6GHz, có thể đạt tối đa 3.4GHz với Turbo Boost, 4 MB Intel Smart Cache)",8GB DDR4-RAM,256GB SSD,Intel HD Graphics 520,"14.1inch Full HD (1920 x 1080 pixels) IPS panel, màn nhám không cảm ứng, tỷ lệ 16:9, 250nits",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.3-1.5,33.1 x 22.6 x 1.6-1.8Cm,Đen,Windows 10,Lenovo,2016
Lenovo Thinkpad X390 i7-8665U 8GB SSD 256GB FHD IPS,14500000,https://trungtran.vn/thinkpad-x390-i7-nhieu-cau-hinh/,https://trungtran.vn//upload_images/images/products/thinkpad-x-series/resized/17701-lenovo-thinkpad-x390-20q0s03m00-2.webp,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)",8GB,256GB SSD,Intel UHD Graphics,13.3 inch FHD IPS ( 1920x1080),Opened Box,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Lenovo,2018
HP Pavilion X360 14m i3 1125G4 RAM 8GB SSD 256GB 14 FHD IPS Touch,12500000,https://trungtran.vn/hp-pavilion-x360-14m-nhieu-cau-hinh/,https://trungtran.vn//upload_images/images/products/hp-pavilion/resized/hp-pavilion-x360-14m-chinh-dien.webp,"Intel Core i3-1125G4 (4 nhân 8 luồng, xung nhịp tối đa có thể đạt tới 3.7GHz, 8 MB Intel Smart Cache)", 8GB DDR4-3200 MHz (update lại: Có 2 khe có thể nâng cấp được),256GB PCIe NVMe M.2 SSD, Intel Core UHD dành thế hệ thứ 11," 14 inch, FHD (1920 x 1080) IPS, Bề mặt gương toàn màn hình, có cảm ứng, viền mảnh micro-edge, độ sáng màn hình 250 nits, độ phủ màu 45% NTSC, tần số quét màn 60Hz.",New 100%,Battery," Intel Wireless-AC 9461 802.11a/b/g/n/ac (1×1) Wi-Fi và Bluetooth 5 combo, non-vPro",1.5, 32.2 x 20.9 x 2.06,Natural Silver (Bạc),Windows 11,HP, 2021
Thinkpad X1 Carbon Gen 6 i5 8350U RAM 16GB SSD 256GB FHD IPS,10290000,https://trungtran.vn/thinkpad-x1-carbon-gen-6-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/x1-gen-6-4-PNG.png,"Intel Core i5-8350U (4 nhân 8 luồng, xung nhịp đơn nhân 1.7GHz và đạt tối đa turbo boost 3.6GHz, 6 MB Intel Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",256GB PCIe NVMe M.2 SSD,Intel UHD 620 onboard,"14 inch FHD (1920×1080) IPS, LED backlight, không cảm ứng, 300 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% sRGB",Đã qua sử dụng,Battery,Intel wifi 2×2 + Bluetooth,1.13,32.3 x 21.7 x 1.6,Đen,Windows 10,Lenovo,2018
Thinkpad X1 Carbon Gen 6 i5 8350U RAM 16GB SSD 512GB FHD IPS,10790000,https://trungtran.vn/thinkpad-x1-carbon-gen-6-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/x1-gen-6-4-PNG.png,"Intel Core i5-8350U (4 nhân 8 luồng, xung nhịp đơn nhân 1.7GHz và đạt tối đa turbo boost 3.6GHz, 6 MB Intel Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",256GB PCIe NVMe M.2 SSD,Intel UHD 620 onboard,"14 inch FHD (1920×1080) IPS, LED backlight, không cảm ứng, 300 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% sRGB",Đã qua sử dụng,Battery,Intel wifi 2×2 + Bluetooth,1.13,32.3 x 21.7 x 1.6,Đen,Windows 10,Lenovo,2018
Lenovo Thinkpad X1 Carbon Gen 7 i5-8365U 16GB SSD 256GB Intel FHD IPS,11400000,https://trungtran.vn/thinkpad-x1-carbon-gen-6-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/x1-gen-6-4-PNG.png,"Intel Core i5-8350U (4 nhân 8 luồng, xung nhịp đơn nhân 1.7GHz và đạt tối đa turbo boost 3.6GHz, 6 MB Intel Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",256GB PCIe NVMe M.2 SSD,Intel UHD 620 onboard,"14 inch FHD (1920×1080) IPS, LED backlight, không cảm ứng, 300 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% sRGB",Đã qua sử dụng,Battery,Intel wifi 2×2 + Bluetooth,1.13,32.3 x 21.7 x 1.6,Đen,Windows 10,Lenovo,2018
HP Victus 16 Ryzen 5 5600H 8GB SSD 256GB 16.1'' FHD IPS RTX 3050Ti,17500000,https://trungtran.vn/hp-vistus-16-ryzen-5-nhieu-cau-hinh/,https://trungtran.vn//upload_images/images/products/hp-omen-gaming/resized/chính-diện-nghiêng.webp, 8GB DDR4 3200MHz (hỗ trợ 2 khe cắm có thể nâng cấp được tối đa 32GB)," 16.1″ FHD (1920 x 1080) IPS, chống lóa, không cảm ứng, độ sáng 300nits, tần số quét 144Hz.", Nvidia Geforce RTX 3050Ti, B&O, 4cells/Li-ion 70Whr,Đã qua sử dụng,Battery, Wifi; Bluetooth,, 37 x 26 x 2.35,Đen, windows 10 Home 64bit,Lenovo, 2021
Lenovo Legion 5 2020 Ryzen 5 4600H RAM 8GB SSD NVME PCIE 512GB FHD IPS 120HZ GTX 1650Ti 4GB,18900000,https://trungtran.vn/lenovo-legion-5-2020-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/thumbnail_lenovo_legion_5.png,"AMD Ryzen 5 4600H (6 nhân 12 luồng, xung nhịp cơ bản 3.0GHz có thể đạt tối đa 4.0GHz với Turbo Boost, 8MB L3 Cache)","8GB DDR4 3200MHz, có 2khe, max nâng cấp lên 32GB (theo nhà sản xuất)",512GB PCIe NVMe M.2 SSD,AMD Radeon Graphics + NVIDIA GeForce GTX 1650Ti 4GB GDDR6,"15.6 inch, FHD (1920 x 1080) IPS, màn nhám chống lóa, không cảm ứng, tần số quét 120Hz, độ sáng màn hình 250 nits, độ phủ màu 45% NTSC, tỷ lệ khung hình 16:9",New 100%,Battery,"Wi-Fi 6, Bluetooth 5.0",2.3,36.3 x 25.9 x 2.2-2.4,Phantom Black (xám đen),Windows 10,Lenovo,2020 (cấu hình 2020 được tái sản xuất năm 2022)
iMac M1 2021 8GB SSD 256GB 4.5K Retina Full Box Kèm Phím Chuột,26500000,https://trungtran.vn/imac-m1-2021-8gb/,https://trungtran.vn/images/products/2023/resized/imac_m1_2021_trungtran-3.jpg,Apple M1,"8GB, không hỗ trợ nâng cấp","256GB SSD, không hỗ trợ nâng cấp",Apple M1 GPU,"24 inch, 4.5K (4480x2520) Retina, độ sáng 500nits, 218PPI, wide color (P3), True Tone",New Opened Box,Battery,Wi-Fi + Bluetooth 5.0,4.48,46.1 x 54.7 x 14.7 (tính theo chân đế màn),Blue (Xanh dương đậm),Mac OS,Apple,2021
Dell Latitude 7400 core i7 8665U RAM 8GB SSD 256GB FHD IPS,9400000,https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256GB PCIe NVMe M.2 SSD,Intel UHD 620 onboard,"14 inch FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Đã qua sử dụng,Battery,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,1.35,32.1 x 21.4 x 1.8-1.9,Đen,Windows 10,Dell,2018
Dell Latitude 7400 core i7 8665U RAM 8GB SSD 256GB FHD IPS Touch,9900000,https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256GB PCIe NVMe M.2 SSD,Intel UHD 620 onboard,"14 inch FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Đã qua sử dụng,Battery,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,1.35,32.1 x 21.4 x 1.8-1.9,Đen,Windows 10,Dell,2018
Dell Latitude 7400 core i7 8665U RAM 16GB SSD 256GB FHD IPS,9900000,https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256GB PCIe NVMe M.2 SSD,Intel UHD 620 onboard,"14 inch FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Đã qua sử dụng,Battery,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,1.35,32.1 x 21.4 x 1.8-1.9,Đen,Windows 10,Dell,2018
Dell Latitude 7400 core i7 8665U RAM 16GB SSD 256GB FHD IPS Touch,10400000,https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256GB PCIe NVMe M.2 SSD,Intel UHD 620 onboard,"14 inch FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Đã qua sử dụng,Battery,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,1.35,32.1 x 21.4 x 1.8-1.9,Đen,Windows 10,Dell,2018
Dell Latitude 7400 i5 (Nhiều cấu hình),8100000,https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256GB PCIe NVMe M.2 SSD,Intel UHD 620 onboard,"14 inch FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz",Đã qua sử dụng,Battery,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,1.35,32.1 x 21.4 x 1.8-1.9,Đen,Windows 10,Dell,2018
Acer Aspire 5 i3 1005G1 4GB SSD 128 FHD IPS,8500000,https://trungtran.vn/acer-aspire-5-a515-55-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/Acer-Aspire-5-i3-1005G1.png,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)","16GB LPDDR5 5200MHz, dual channel, không hỗ trợ nâng cấp",256GB PCIe NVMe M.2 SSD,Intel UHD Graphics 620,"15.6 inch UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Lenovo,2018
HP DY2093DX i5-1135G7 8GB SSD 256GB Intel FHD IPS,14000000,https://trungtran.vn/hp-dy2093dx-i5-nhieu-cau-hinh/,https://trungtran.vn//upload_images/images/products/hp/resized/HP-15-DY2093DX-3.webp,"Intel Core i5-1135G7 (up to 4.2 GHz với công nghệ Intel Turbo Boost Technology, 8 MB L3 cache, lõi tứ 4 nhân 8 luồng)",8GB DDR4 bus 2666MHz,256GB PCIe NVMe M.2 SSD,"Intel Iris Xe Graphics, on board","15.6 inch, FHD (1920 x 1080), IPS, viền micro-edge 2 bên trái-phải màn, chống lóa, độ sáng 250 nits, độ phủ màu 45% hệ NTSC, tỷ lệ màn hình 82%",New 100%,Battery,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1) Wi-Fi + Bluetooth 4.2 combo có hỗ trợ MU-MIMO supported; Miracast compatible,1.69,35.85 x 24.2 x 1.79,Silver (bạc),Windows 10,HP,2021
Surface Laptop 3 Ryzen 5 3580U RAM 8GB SSD 256GB 15 2K IPS Touch,14500000,https://trungtran.vn/surface-laptop-3-ryzen-5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/surface_laptop_3.jpg,"AMD Ryzen 5 3580U Microsoft Surface Edition Processor (4 nhân 8 luồng, xung nhịp cơ bản 2.1GHz có thể đạt tối đa với Turbo Boost 3.7GHz, L2 Cache 2MB, L3 Cache 4MB)","8GB DDR4 2400 RAM hàn chết, không cho phép nâng cấp",256GB M.2 2230 SSD,AMD Radeon Vega 9 Graphics Microsoft Surface Edition,"15 inch PixelSense Display, độ phân giải 2496 x 1664 (201 PPI), tỷ lệ khung hình 3:2, màn gương, có cảm ứng, tần số quét 60Hz",Outlet/Refurbished,Battery,Intel Wi-Fi 5 + Bluetooth 5.0,1.54,33.9  x 24.4  x 1.47,"Matte Black (đen nhám), Silver (bạc)",Windows 10,Microsoft,2020
ThinkPad P50 Xeon 16GB 512GB M2000M Full HD IPS Touch,15000000,https://trungtran.vn/thinkpad-p50-xeon-nvidia-quadro-p1903/,https://trungtran.vn/images/products/2023/resized/p50_chinh_dien.png,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,Intel HD Graphics P530 + Nvidia Quadro M2000M 4GB,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,2.8-2.9,37.7 x 25.2 x 2.6-3.1m,Đen,Windows 10,Lenovo,2017
ThinkPad P50 Xeon 32GB 512GB M2000M Full HD IPS Touch,16000000,https://trungtran.vn/thinkpad-p50-xeon-nvidia-quadro-p1903/,https://trungtran.vn/images/products/2023/resized/p50_chinh_dien.png,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,Intel HD Graphics P530 + Nvidia Quadro M2000M 4GB,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,2.8-2.9,37.7 x 25.2 x 2.6-3.1m,Đen,Windows 10,Lenovo,2017
ThinkPad P50 Xeon 64GB 512GB M2000M Full HD IPS Touch,18000000,https://trungtran.vn/thinkpad-p50-xeon-nvidia-quadro-p1903/,https://trungtran.vn/images/products/2023/resized/p50_chinh_dien.png,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,Intel HD Graphics P530 + Nvidia Quadro M2000M 4GB,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,2.8-2.9,37.7 x 25.2 x 2.6-3.1m,Đen,Windows 10,Lenovo,2017
ThinkPad P50 Xeon 64GB SSD 512GB + SSD 512 M2000M Full HD IPS Touch,19000000,https://trungtran.vn/thinkpad-p50-xeon-nvidia-quadro-p1903/,https://trungtran.vn/images/products/2023/resized/p50_chinh_dien.png,"Intel Xeon E3-1505M v5 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GHz có thể đạt tối đa tới 3.7GHz với Turbo Boost, 8MB Smart Cache)",16GB DDR4 2133Mhz,512GB SSD,Intel HD Graphics P530 + Nvidia Quadro M2000M 4GB,"15.6 inch FHD (1920 x 1080) IPS Anti-Glare, có cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,2.8-2.9,37.7 x 25.2 x 2.6-3.1m,Đen,Windows 10,Lenovo,2017
Dell Inspiron 15 3511 i3-1115G4 4GB SSD 128GB Full HD,12000000,https://trungtran.vn/dell-inspiron-15-3511-i3-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell-inspiron-3501-fhd.png,4GB,15.6 inch FullHD 1920x1080,Intel UHD Graphics,12 tháng,42Whr,Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10 Home Bản Quyền,Lenovo,2018
Acer Nitro 5 2021 i5 11400H RAM 8GB SSD 256GB GTX 1650 FHD IPS 144Hz,15900000,https://trungtran.vn/acer-nitro-5-eagle-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/png-fullsize.png,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)","16GB LPDDR5 5200MHz, dual channel, không hỗ trợ nâng cấp",256GB PCIe NVMe M.2 SSD,Intel UHD Graphics 620,"15.6 inch UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Lenovo,2018
