Name,Price,URL,ImgURL,CPU,Ram,Storage,Graphics,Display,Status,Battery,Wireless,Weight,Size,Color,OS,Brand,MFG_year
Dell Precision 5530 i7 8850H RAM 32GB SSD 1TB P1000 4GB FHD IPS,15700000,https://trungtran.vn/dell-precision-5530-i7-p1000/,https://trungtran.vn/images/products/2023/resized/dell_precision_5530_trungtranvn.png,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.3GHz, 9 MB Intel Smart Cache)",16GB DDR4 bus 2666Mhz,512GB PCIe NVMe M.2 SSD,Intel UHD Graphics 630 + Nvidia Quadro P1000 4GB DDR5,"15.6 inch UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng",Đã qua sử dụng,Battery,"Wi-Fi 6, Bluetooth 5.1","1,87","35.7 x 23.5 x 1,7",Platinum (bạc),Windows 10 Pro,Dell,2018
Dell XPS 13 9315 i5 1230U RAM 8GB SSD 512GB FHD+ IPS - Dell USA Outlet Full Box,19500000,https://trungtran.vn/dell-xps-13-9315-i5-intel/,https://trungtran.vn/images/products/2023/resized/dell_xps_13_9315_trungtran_vn.png,"Intel Core i5 1230U (tổng cộng có 10 nhân, 12 luồng, có thể đạt xung nhịp tối đa (P-core) tới 4.4GHz, 12MB Smart Cache)",8GB LPDDR5 5200MHz,512GB PCIe Gen4 x2 NVMe SSD, Intel Iris Xe,13.4 inch FHD+ (1920 x 1200) IPS,New 100%,Battery,Intel Wi-Fi 6E + Bluetooth 5.2,1.17,29.5 x 19.9 x 1.39,Sky (Xanh dương Pastel nhạt),Windows 11,Dell,2022
Dell XPS 13 9315 i5 1230U RAM 8GB SSD 512GB FHD+ IPS - Dell USA New Full Box,22500000,https://trungtran.vn/dell-xps-13-9315-i5-intel/,https://trungtran.vn/images/products/2023/resized/dell_xps_13_9315_trungtran_vn.png,"Intel Core i5 1230U (tổng cộng có 10 nhân, 12 luồng, có thể đạt xung nhịp tối đa (P-core) tới 4.4GHz, 12MB Smart Cache)",8GB LPDDR5 5200MHz,512GB PCIe Gen4 x2 NVMe SSD, Intel Iris Xe,13.4 inch FHD+ (1920 x 1200) IPS,New 100%,Battery,Intel Wi-Fi 6E + Bluetooth 5.2,1.17,29.5 x 19.9 x 1.39,Sky (Xanh dương Pastel nhạt),Windows 11,Dell,2022
Dell XPS 13 9315 i7 1250U RAM 16GB SSD 512GB FHD+ IPS,23500000,https://trungtran.vn/dell-xps-13-9315-i5-intel/,https://trungtran.vn/images/products/2023/resized/dell_xps_13_9315_trungtran_vn.png,"Intel Core i5 1230U (tổng cộng có 10 nhân, 12 luồng, có thể đạt xung nhịp tối đa (P-core) tới 4.4GHz, 12MB Smart Cache)",8GB LPDDR5 5200MHz,512GB PCIe Gen4 x2 NVMe SSD, Intel Iris Xe,13.4 inch FHD+ (1920 x 1200) IPS,New 100%,Battery,Intel Wi-Fi 6E + Bluetooth 5.2,1.17,29.5 x 19.9 x 1.39,Sky (Xanh dương Pastel nhạt),Windows 11,Dell,2022
Predator Triton 500 SE i7 11800H RAM 16GB SSD 512GB RTX 3060 16 2K 165Hz,25500000,https://trungtran.vn/acer-predator-triton-500-se-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/acer-predator-triton-500-se-trungtran_vn_1.png,"Intel Core i7 11800H (8 nhận, 16 luồng, xung nhịp đơn nhân cơ bản 2.3Ghz , xung nhịp tối đa 4.6GHz, 24 MB Intel Smart Cache)", 16GB DDR4-3200 MHz,512GB PCIe NVMe M.2 SSD," Intel Iris Xe, NVIDIA GeForce RTX 3060 6GB GDDR6","16 inch WQXGA - 2K+ (2560 x 1600) IPS, chống lóa, không cảm ứng, tần số quét màn 165Hz, tỷ lệ khung hình 16:10, độ sáng 500nits",Outlet/Refurbished,Battery,Intel Wi-Fi 6E + Bluetooth 5.1,2.45,35.8 x 26.1 x 1.9,Steel gray (Xám),Windows 10,Acer,2021
Lenovo Thinkpad X1 Carbon Gen 7 i5-8365U 16GB SSD 256GB Intel FHD IPS,11400000,https://trungtran.vn/lenovo-thinkpad-x1-carbon-gen7-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/lenovo-laptop-thinkpad-x1-carbon-7th-gen-gallery-1.png,"Intel core i5 8365U (4 nhân 8 luồng, xung nhịp cơ bản 1.6GHz có thể đạt tới 4.1GHz với turbo boost, 6MB Smart Cache,TDP 15W)","16GB LPDDR3 2133, không hỗ trợ nâng cấp","256GB SSD, có 1 khe lắp",Intel UHD,"14 inch Full HD (1920 x 1080) IPS, màn nhám chống lóa, không cảm ứng, độ sáng 400nits",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.08,32.3 x 21.7 x 1.49,Đen,Windows 10,Lenovo,2019
Lenovo Thinkpad X1 Carbon Gen 7 i5-8365U 16GB SSD 256GB Intel FHD IPS LTE (có card WWAN để sử dụng SIM),11900000,https://trungtran.vn/lenovo-thinkpad-x1-carbon-gen7-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/lenovo-laptop-thinkpad-x1-carbon-7th-gen-gallery-1.png,"Intel core i5 8365U (4 nhân 8 luồng, xung nhịp cơ bản 1.6GHz có thể đạt tới 4.1GHz với turbo boost, 6MB Smart Cache,TDP 15W)","16GB LPDDR3 2133, không hỗ trợ nâng cấp","256GB SSD, có 1 khe lắp",Intel UHD,"14 inch Full HD (1920 x 1080) IPS, màn nhám chống lóa, không cảm ứng, độ sáng 400nits",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.08,32.3 x 21.7 x 1.49,Đen,Windows 10,Lenovo,2019
Thinkpad X1 Carbon Gen 9 i7-1185G7 16GB SSD 256GB Intel FHD+ IPS Touch,25800000,https://trungtran.vn/thinkpad-x1-carbon-gen-9-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/x1_carbon_gen_9_trungtran_vn_png.png,"Intel Core i7-1185G7 (4 nhân 8 luồng, có thể đạt xung nhịp tối đa turbo boost tới 4.8GHz, 12MB Smart Cache)","16GB LPDDR4x-4266, dual channel, không hỗ trợ nâng cấp","256GB PCIe NVMe M.2 SSD, có 1 khe lắp duy nhất", Intel Iris Xe,"14 inch FHD+ (1920x1200) IPS, LED backlit, có cảm ứng, 400 nits, 100% sRGB, low blue light, low power",Đã qua sử dụng,Battery,Intel Wi-Fi 6 + Bluetooth 5.1,1.13,31.5 x 22.2 x 1.5,Đen,Windows 10,Lenovo,2021
Predator Helios 300 2021 i7 11800H 16GB SSD 512GB RTX 3050Ti 15.6 FHD IPS 144Hz,20800000,https://trungtran.vn/acer-predator-helios-300-ph315-54-748y-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/predator_helios_300_ph315_54_748y_trungtran_vn_frontview.png,"Intel Core i7 11800H (8 nhận, 16 luồng, xung nhịp đơn nhân cơ bản 2.3Ghz , xung nhịp tối đa 4.6GHz, 24 MB Intel Smart Cache)", 16GB DDR4-3200 MHz,512GB PCIe NVMe M.2 SSD,NVIDIA GeForce RTX 3050Ti 4GB GDDR6,"15.6 inch FHD+ (1920×1200), IPS, không cảm ứng, ComfyView, 144Hz",Outlet/Refurbished,Battery,"Wi-Fi 6, Bluetooth 5.2",2.5,36.3 x 25.5 x 2.29,Abyss Black (Đen),Windows 10,Acer,2021
Acer Predator Helios 16 2023 i5 13500HX (Nhiều Cấu Hình),29999000,https://trungtran.vn/acer-predator-helios-16-2023-i7-rtx/,https://trungtran.vn/images/products/2023/resized/acer-predator-2023-phn16-71-57w1_4-copy.png,"Intel Core i7 13700HX ( 16 nhân, 24 luồng, xung nhịp tối đa có thể đạt tới 5.0GHz, 30MB Cache) ", 16GB DDR5-4800 MHz,512GB PCIe Gen4 x4 NVMe SSD,"UHD Intel dành thế hệ thứ 13, NVIDIA GeForce RTX 4050 6GB/4060 8GB GDDR6","16 inch FHD+ (1920x1200) IPS, không cảm ứng, 165Hz, tỷ lệ khung hình 16:10, độ phủ màu 100%sRGB, G-SYNC",New 100%,Battery,Killer Wi-Fi 6 AX1650i + Bluetooth 5.2,2.6,35.8 x 27.68 x 2.48-2.59,Abyss Black (Đen),Windows 11,Acer,2023
Dell Latitude 5521 i7 11850H 16GB SSD 512GB 15.6“ FHD IPS,25000000,https://trungtran.vn/dell-latitude-5521-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/laptop_latitude_15_5521_gallery_3.png,"Intel Core i7 11850H (8 nhân 16 luồng, xung nhịp cơ bản 2.5GHz tối đa có thể đạt tới 4.8GHz với Turbo Boost, 24 MB Intel Smart Cache)",16GB DDR4 3200MHz,512GB PCIe NVMe M.2 SSD,Intel Core UHD dành thế hệ thứ 11,"15.6 inch, FHD (1920 x 1080) IPS, màn nhám chống lóa, không cảm ứng, tần số quét 60Hz, độ sáng màn hình 250 nits, độ phủ màu 45% NTSC",New 100%,Battery,Intel Wi-Fi 6 AX201 802.11ax Dual Band (2×2) + Bluetooth 5.2,1.79,35.8 x 23.3 x 2.27-2.4,Light Grey (xám),Windows 10 Pro,Dell,2021
Hp Elitebook X360 1030 G3 2-in-1 i5 8350U 8GB SSD 256GB FHD IPS Touch,12300000,https://trungtran.vn/hp-elitebook-folio-x360-nhieu-cau-hinh/,https://trungtran.vn//upload_images/images/products/hp-elitebook/resized/Screenshot-2021-07-11-085634.webp,"Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp cơ bản 1.7GHz có thể đạt tối đa tới 3.6GHz với Turbo Boost, 6 MB Intel Smart Cache)",8GB DDR4 onboard,256GB SSD,Intel UHD Graphics 620,13.3 inch FHD IPS có cảm ứng,Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Platinum (bạc),Windows 10,HP,2018
Dell Precision 5540 i7 9750H RAM 16GB SSD 512GB T1000 FHD IPS,18500000,https://trungtran.vn/dell-precision-5540-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell-precision-5540-trungtran_vn-screenpng.png,"Intel Core i7 9850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.6GHz, 12 MB Intel Smart Cache)",16GB DDR4 bus 2666Mhz,512GB PCIe NVMe M.2 SSD,NVIDIA Quadro T1000,"15.6 inch UltraSharp FHD IGZO4, FHD (1920X1080) IPS, màn nhám, chống lóa, không cảm ứng, Premier Panel Guard, đổ phủ màu 100% sRGB",Đã qua sử dụng,Battery,Intel Dual Band Wireless AX200 2×2 + Bluetooth 5.1,1.78,35.7 x 23.5 x 1.15,Aluminum – Titan Gray (Xám bạc),Windows 10,Dell,2019
Dell Precision 5540 i7 9850H RAM 16GB SSD 512GB T1000 FHD IPS,18999000,https://trungtran.vn/dell-precision-5540-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell-precision-5540-trungtran_vn-screenpng.png,"Intel Core i7 9850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.6GHz, 12 MB Intel Smart Cache)",16GB DDR4 bus 2666Mhz,512GB PCIe NVMe M.2 SSD,NVIDIA Quadro T1000,"15.6 inch UltraSharp FHD IGZO4, FHD (1920X1080) IPS, màn nhám, chống lóa, không cảm ứng, Premier Panel Guard, đổ phủ màu 100% sRGB",Đã qua sử dụng,Battery,Intel Dual Band Wireless AX200 2×2 + Bluetooth 5.1,1.78,35.7 x 23.5 x 1.15,Aluminum – Titan Gray (Xám bạc),Windows 10,Dell,2019
Core i7 8650U RAM 8GB SSD 256GB FHD IPS,9400000,https://trungtran.vn/lenovo-thinkpad-t480s-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/chinh_dien_t480s_resize.png,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256GB PCIe NVMe M.2 SSD,Intel Graphic HD 620,"14 inch, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits.",Đã qua sử dụng,Battery,Intel Wireless-AC 8265 2×2 AC + Bluetooth,1.32,33.1 x 22.7 x 1.8,Đen,Windows 10,Lenovo,2018
Core i7 8650U RAM 16GB SSD 256GB FHD IPS,9900000,https://trungtran.vn/lenovo-thinkpad-t480s-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/chinh_dien_t480s_resize.png,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256GB PCIe NVMe M.2 SSD,Intel Graphic HD 620,"14 inch, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits.",Đã qua sử dụng,Battery,Intel Wireless-AC 8265 2×2 AC + Bluetooth,1.32,33.1 x 22.7 x 1.8,Đen,Windows 10,Lenovo,2018
Core i7 8650U RAM 24GB SSD 256GB FHD IPS,10400000,https://trungtran.vn/lenovo-thinkpad-t480s-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/chinh_dien_t480s_resize.png,"Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel Smart Cache)","8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm",256GB PCIe NVMe M.2 SSD,Intel Graphic HD 620,"14 inch, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits.",Đã qua sử dụng,Battery,Intel Wireless-AC 8265 2×2 AC + Bluetooth,1.32,33.1 x 22.7 x 1.8,Đen,Windows 10,Lenovo,2018
Acer Predator Helios 300 2020 i7-10750H 16GB SSD 512GB NVIDIA GeForce RTX 2060 FHD IPS,17500000,https://trungtran.vn/acer-predator-helios-300-2020-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/acer_predator_helios_300_2020_(5).jpg,"Intel Core i7 10750H, 2.6GHz - 5.00GHz, 12MB Cache",16GB DDR4 3200MHz,512GB PCIe NVMe M.2 SSD,NVIDIA GeForce RTX 2060 Super,"15.6 inch, FHD (1920x1080), IPS, 144Hz",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Acer,2020
Dell Latitude 7400 i5-8265U/8365U 8GB SSD 240GB/256GB 14inch HD TN,8100000,https://trungtran.vn/dell-latitude-7400-i5-intel/,https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256GB PCIe NVMe M.2 SSD,Intel UHD thế hệ thứ 8,"14 inch FHD (1920 x 1080) IPS, tần số quét 60Hz, màn nhám, không cảm ứng (NHIỀU OPTION)",Đã qua sử dụng,Battery,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,1.35,32.1 x 21.4 x 1.8-1.9,Đen,Windows 10,Dell,2019
Dell Latitude 7400 i5-8265U/8365U 8GB SSD 240GB/256GB 14inch FHD IPS,8400000,https://trungtran.vn/dell-latitude-7400-i5-intel/,https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256GB PCIe NVMe M.2 SSD,Intel UHD thế hệ thứ 8,"14 inch FHD (1920 x 1080) IPS, tần số quét 60Hz, màn nhám, không cảm ứng (NHIỀU OPTION)",Đã qua sử dụng,Battery,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,1.35,32.1 x 21.4 x 1.8-1.9,Đen,Windows 10,Dell,2019
Dell Latitude 7400 i5-8265U/8365U 8GB SSD 240GB/256GB 14inch FHD IPS Touch,8900000,https://trungtran.vn/dell-latitude-7400-i5-intel/,https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)",8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz,256GB PCIe NVMe M.2 SSD,Intel UHD thế hệ thứ 8,"14 inch FHD (1920 x 1080) IPS, tần số quét 60Hz, màn nhám, không cảm ứng (NHIỀU OPTION)",Đã qua sử dụng,Battery,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,1.35,32.1 x 21.4 x 1.8-1.9,Đen,Windows 10,Dell,2019
Acer Predator Helios 16 2023 i5 13500HX RAM 16GB SSD 512GB RTX 4050 16inch 2.5K 165Hz,29999000,https://trungtran.vn/acer-predator-helios-16-2023-i5-rtx/,https://trungtran.vn/images/products/2023/resized/acer-predator-2023-phn16-71-57w1_(4).png,"Intel Core i5 13500HX ( 14 nhân, 20 luồng, xung nhịp tối đa có thể đạt tới 4.7GHz, 24MB Cache) (thông số của chip này tương đương chip i7 12700H)", 16GB DDR5-4800 MHz,512GB PCIe Gen4 x4 NVMe SSD,"UHD Intel dành thế hệ thứ 13, NVIDIA GeForce RTX 4050 6GB/4060 8GB GDDR6","16 inch 2.5K (2560x1600) IPS, không cảm ứng, 165Hz, tỷ lệ khung hình 16:10, độ phủ màu 100%sRGB, G-SYNC",New 100%,Battery,Killer Wi-Fi 6 AX1650i + Bluetooth 5.2,2.6,35.8 x 27.68 x 2.48-2.59,Abyss Black (Đen),Windows 11,Acer,2023
Acer Predator Helios 16 2023 i5 13500HX RAM 16GB SSD 512GB RTX 4060 16inch 2.5K 165Hz,32999000,https://trungtran.vn/acer-predator-helios-16-2023-i5-rtx/,https://trungtran.vn/images/products/2023/resized/acer-predator-2023-phn16-71-57w1_(4).png,"Intel Core i5 13500HX ( 14 nhân, 20 luồng, xung nhịp tối đa có thể đạt tới 4.7GHz, 24MB Cache) (thông số của chip này tương đương chip i7 12700H)", 16GB DDR5-4800 MHz,512GB PCIe Gen4 x4 NVMe SSD,"UHD Intel dành thế hệ thứ 13, NVIDIA GeForce RTX 4050 6GB/4060 8GB GDDR6","16 inch 2.5K (2560x1600) IPS, không cảm ứng, 165Hz, tỷ lệ khung hình 16:10, độ phủ màu 100%sRGB, G-SYNC",New 100%,Battery,Killer Wi-Fi 6 AX1650i + Bluetooth 5.2,2.6,35.8 x 27.68 x 2.48-2.59,Abyss Black (Đen),Windows 11,Acer,2023
Acer Predator Helios 16 2023 i7 13700HX 16GB SSD 512GB RTX 4060 8GB 2.5K 165Hz,35900000,https://trungtran.vn/acer-predator-helios-16-2023-i5-rtx/,https://trungtran.vn/images/products/2023/resized/acer-predator-2023-phn16-71-57w1_(4).png,"Intel Core i5 13500HX ( 14 nhân, 20 luồng, xung nhịp tối đa có thể đạt tới 4.7GHz, 24MB Cache) (thông số của chip này tương đương chip i7 12700H)", 16GB DDR5-4800 MHz,512GB PCIe Gen4 x4 NVMe SSD,"UHD Intel dành thế hệ thứ 13, NVIDIA GeForce RTX 4050 6GB/4060 8GB GDDR6","16 inch 2.5K (2560x1600) IPS, không cảm ứng, 165Hz, tỷ lệ khung hình 16:10, độ phủ màu 100%sRGB, G-SYNC",New 100%,Battery,Killer Wi-Fi 6 AX1650i + Bluetooth 5.2,2.6,35.8 x 27.68 x 2.48-2.59,Abyss Black (Đen),Windows 11,Acer,2023
Thinkpad X1 Carbon Gen 4 i7 6600U RAM 16GB SSD 256GB 2K IPS,10500000,https://trungtran.vn/thinkpad-x1-carbon-gen-4-cpu-i7-skylake-p1710/,https://trungtran.vn//upload_images/images/products/thinkpad-x1-carbon/resized/ThinkPad-x1-Carbon-Gen-4.webp,"Intel core i7 6600U (2 nhân 4 luồng, xung nhịp cơ bản 2.6GHz, có thể đạt tối đa 3.4GHz với Turbo Boost, 4 MB Intel Smart Cache)",16GB LPDDR3 1600MHz không nâng cấp được,256GB PCIe NVMe M.2 SSD,Intel HD 520,"14.1inch 2K IPS, không cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.17,33.3 x 22.9 x 1.49-1.64,Đen,Windows 10,Lenovo,2016
ThinkPad P52 i7 8850H RAM 16GB SSD 512GB P3200 Full HD IPS,22000000,https://trungtran.vn/lenovo-thinkpad-p52-i7-p3200-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/Lenovo-Thinkpad-P51.png,"Intel Core i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,Intel UHD Graphics 630 + NVidia Quadro P3200,15.6 inch Full HD 1920x1080 IPS,Đã qua sử dụng,Battery,Wifi + Bluetooth 5.0,2.45,37.7 x 25.2 x 2.4-2.9 (có độ vát dần về cạnh trước),Đen,Windows 10,Lenovo,2018
ThinkPad P52 i7 8850H RAM 32GB SSD 512GB P3200 Full HD IPS,23000000,https://trungtran.vn/lenovo-thinkpad-p52-i7-p3200-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/Lenovo-Thinkpad-P51.png,"Intel Core i7 8850H 12 Luồng Cực Mạnh Turbo 4.3 Ghz, 9MB cache 45W",16GB DDR4 hoặc 32GB DDR4,512GB M.2 PCIe NVMe SS,Intel UHD Graphics 630 + NVidia Quadro P3200,15.6 inch Full HD 1920x1080 IPS,Đã qua sử dụng,Battery,Wifi + Bluetooth 5.0,2.45,37.7 x 25.2 x 2.4-2.9 (có độ vát dần về cạnh trước),Đen,Windows 10,Lenovo,2018
Dell G16 7620 i7-12700H RAM 16GB SSD 512GB RTX 3050Ti 16inch QHD+ 165Hz,27990000,https://trungtran.vn/dell-g16-7620-i7-rtx/,https://trungtran.vn/images/products/2023/resized/notebook-g16-7620-black-gallery-3.png,"Intel Core i7-12700H (14 nhân 20 luồng, xung nhịp tối đa có thể đạt tới 4.7GHz với Turbo Boost, 24 MB Intel Smart Cache)","16GB DDR5, 4800MHz, dual channel, có 2 khe lắp hỗ trợ nâng cấp max 32GB (theo NSX)","512GB PCIe Gen4 x4 NVMe SSD (chỉ hỗ trợ 1 khe cắm M.2 2280, max nâng cấp lên 2TB)"," Intel Iris Xe, NVIDIA GeForce RTX 3050Ti 4GB GDDR6","16 inch QHD+ (2560 x 1600), WVA, không cảm ứng, 300nits, 165Hz, 100% sRGB, NVIDIA Advanced Optimus, G-SYNC, low blue light",Outlet/Refurbished,Battery,"Wi-Fi 6, Bluetooth 5.2",2.7,35.7 x 27.2 x 2.06-2.6,Obsidian Black (Đen),Windows 11,Dell,2022
Dell G16 7620 i7-12700H RAM 16GB SSD 1TB RTX 3060 16inch QHD+ 165Hz,29990000,https://trungtran.vn/dell-g16-7620-i7-rtx/,https://trungtran.vn/images/products/2023/resized/notebook-g16-7620-black-gallery-3.png,"Intel Core i7-12700H (14 nhân 20 luồng, xung nhịp tối đa có thể đạt tới 4.7GHz với Turbo Boost, 24 MB Intel Smart Cache)","16GB DDR5, 4800MHz, dual channel, có 2 khe lắp hỗ trợ nâng cấp max 32GB (theo NSX)","512GB PCIe Gen4 x4 NVMe SSD (chỉ hỗ trợ 1 khe cắm M.2 2280, max nâng cấp lên 2TB)"," Intel Iris Xe, NVIDIA GeForce RTX 3050Ti 4GB GDDR6","16 inch QHD+ (2560 x 1600), WVA, không cảm ứng, 300nits, 165Hz, 100% sRGB, NVIDIA Advanced Optimus, G-SYNC, low blue light",Outlet/Refurbished,Battery,"Wi-Fi 6, Bluetooth 5.2",2.7,35.7 x 27.2 x 2.06-2.6,Obsidian Black (Đen),Windows 11,Dell,2022
LG Gram 16 2022 2-in-1 i7-1260P RAM 16GB SSD 512GB 2K Touch Kèm bút,26500000,https://trungtran.vn/lg-gram-16-2-in-1-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/lg_gram_2_in_1_2022_trungtran_vn_laptop_mode_with_pen_front_view.png,"Intel Core i7-1260P (12 nhân 16 luồng, xung nhịp đơn nhân 3.4GHz và đạt tối đa turbo boost 4.7GHz, 18 MB Intel Smart Cache)",16GB LPDDR5 - 5200MHz,512GB PCIe NVMe M.2 SSD gen 4,Intel Iris Xe,"16 inch WQXGA - 2K+ (2560 x 1600) IPS, IPS LCD với công nghệ Pen Touch (Gorilla Glass 7)độ sáng màn 350nits, tỷ lệ khung hình 16:10, độ phủ màu DCI-P3 99% (Thông thường, tối thiểu 95%)",Opened Box,Battery,"Wi-Fi 6, Bluetooth 5.1",1.48KH,35.6 x 24.8 x 1.7,Đen,Windows 11,LG,2022
Thinkpad X1 Carbon Gen 9 i5-1135G7 (nhiều cấu hình),23300000,https://trungtran.vn/thinkpad-x1-carbon-gen-9-i5-intel/,https://trungtran.vn/images/products/2023/resized/x1_carbon_gen_9_trungtran_vn_2.png,"Intel Core i5-1135G7 (4 nhân 8 luồng, có thể đạt xung nhịp tối đa turbo boost tới 4.2GHz, 8MB Smart Cache)","8GB | 16GB LPDDR4x-4266 không thay thế hay nâng cấp được, hàn chết trên main",256GB PCIe NVMe M.2 SSD, Intel Iris Xe,"14 inch FHD+ (1920×1200) IPS, LED backlight, màn nhám,chống lóa, độ sáng 400 nits, tỷ lệ màn hình 16:10, độ tương phản 1000:1, độ phủ màu 100% sRGB, low blue light, low power",Đã qua sử dụng,Battery,Intel Wi-Fi 6 AX201 2×2 AX vPro + Bluetooth 5.1,1.13,31.5 x 22.2 x 1.5,Đen,Windows 10,Lenovo,2021
Thinkpad X1 Carbon Gen 8 i7-10610U 16GB SSD 512GB FHD IPS Touch,17900000,https://trungtran.vn/thinkpad-x1-carbon-gen-8-i7-intel/,https://trungtran.vn/images/products/2023/resized/thinkpad_x1_carbon_gen_8_like_new_trungtran_(1).png,"Intel Core i7-10610U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz và đạt tối đa turbo boost 4.9GHz, 8MB Smart Cache)","16GB LPDDR3-2133, không hỗ trợ nâng cấp",512GB PCIe NVMe M.2 SSD,Intel UHD Graphics,"14 inch FHD (1920×1080) IPS, LED backlight, màn nhám, cảm ứng, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC",Đã qua sử dụng,Battery,Intel Wireless-AC 8265 2×2 AC + Bluetooth,1.09,32.3 x 21.7 x 1.49,Đen,Windows 10,Lenovo,2020
