Battery,CPU,CPU_code,CPU_speed,Color,Display,Graphics,ImgURL,Name,Num_cores,Num_thread,OS,Ports,Price,Ram,Ram_slot,Ram_speed,Ram_type,Resolutions,Size,Storage,Storage_drive,Storage_type,URL,Weight,Wireless
": Lên đến 18 giờ xem phim trên ứng dụng Apple TV, Lên đến 12 giờ truy cập web",: ,: M2 Pro,: 200GB/s,: Gray,: Khoảng 14 inch,: 19 Core GPU,https://phucanhcdn.com/media/product/250_50132_may_tinh_xach_tay_apple_macbook_pro_14_m2_pro_1.jpg,Máy tính xách tay Apple Macbook Pro 14 MPHF3SA/A (M2 Pro 12 Cores CPU/ 16GB/ 1TB SSD/ 19 core GPU/ Space Gray),: 8 Cores,,: Mac OS,": 3x Thunderbolt 4 (USB-C), 3.5 mm headphone, Cổng sạc MagSafe 3, 1x HDMI, SDXC card",60.790.000 ₫,,: 1,,,: 3K,": 1.55 x 31.26 x 22.12 cm,: Khoảng 14 inch",: 1TB,: ,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-apple-macbook-pro-14-m2-pro-mphf3saa.html,: 1.6Kg,": Wi-Fi 6E, Bluetooth 5.3"
: 3 cell,: Core i5 Alder Lake,: 1240P,: 3.3 GHz,: Silver,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50084_may_tinh_xach_tay_hp_240_g9_5.jpg,Laptop HP 240 G9 6L273PA (Core i5 1240P/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa),: 12,: 16,: Windows 11 Home,: 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 SuperSpeed USB Type-C® 5Gbps signaling rate; 1 RJ-45; 1 headphone/microphone combo; 1 HDMI 1.4b; 1 AC power (HDMI cable sold separately),17.590.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 279 x 191 x 16.9-16.9 mm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-hp-240-g9-6l273pa-core-i5-1240p-8gb-256gb-ssd-intelirisxegraphics-140inch-full-hd-windows-11-home-silver-vo-nhua.html,": 1,5 Kg",: Realtek RTL8822CE 802.11ac 2x2 Wi-Fi + Bluetooth 5
: 6 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Black,: 14.0inch WUXGA Touch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50015_3y_laptop_lenovo_thinkpad_t14s_gen_3_intel_black_a.gif,Laptop Lenovo ThinkPad T14S GEN 3 21BRS0DJ00 (Core i5 1235U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA Touch/ Windows 11 Pro/ Black/ Carbon Fiber/ 3 Year),: 10 Cores,: 12 Threads,: Windows 11 Pro,": 2x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 2.0)1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x HDMI, up to 4K/60Hz1x Headphone / microphone combo jack (3.5mm)",36.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: WUXGA (1920x1200) ,": 14.0inch WUXGA Touch,: 328 x 223 x 17.95 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkpad-t14s-gen-3-21brs0dj00-core-i5.html,": 1,21 Kg",": Intel AX211 Wi-Fi 6E, 2x2 + BT5.1"
,,,,,,,https://phucanhcdn.com/media/product/250_49983_lg_16mq70asda5_a1.jpg,Màn hình LG 16MQ70ASDA5 (Màn di động/ 16.0Inch/ 60HZ/ 350cd/m²),,,,,6.590.000 ₫,,,,,,,,,,https://www.phucanh.vn//man-hinh-lg-16mq70asda5-man-di-dong-16.0inch.html,,
: 4 cell,: Core i5 Tiger Lake,: 1135G7,: 2.4 GHz ,: Black,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49981_laptop_lenovo_thinkpad_t14s_gen_2_a2.jpg,Laptop Lenovo ThinkPad T14S GEN 2 20WM01SXVA (Core i5 1135G7/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ NoOS/ Black/ Carbon Fiber/ 3 Year),: 4,: 8,: NoOS,": 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)2x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4a)1x HDMI 2.01x Headphone / microphone combo jack (3.5mm)",29.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 326.8 x 225.5 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-t14s-gen-2-20wm01sxva-core-i5.html,": 1,36 Kg",": Intel Wi-Fi 6E AX210, 11ax 2x2 + BT5.1"
: 3 cell,: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Black,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49834_lenovo_thinkpad_e14_gen_4_intel_black_a4.jpg,Laptop Lenovo ThinkPad E14 GEN 4 21E300DSVA (Core i7 1255U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ NoOS/ Black/ Aluminium/ 2 Year),: 10 Cores,: 12 Threads,: NoOS,": 1x USB 2.0/ 1x USB 3.2 Gen 1 (Always On)/ 1x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)/ 1x HDMI 1.4b/ 1x Ethernet (RJ-45)/ 1x Headphone / mic",25.490.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 324 x 220 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-e14-gen-4-21e300dsva.html,": 1,64 Kg",: Intel AX201 11ax. 2x2 + BT5.1
: 3 cell,: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Grey,: 15.6inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49805_dell_vostro_3520_grey_a_8.jpg,Laptop Dell Vostro 3520 5M2TT3 (Core i7 1255U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home + Office Student/ Grey/ Vỏ nhựa/ 1 Year),: 10 Cores,: 12 Threads,: Windows 11 Home + Office Student,: 2 USB 3.2 Gen 1 port1 USB 2.0 port1 headset (headphone and microphone combo) port1 HDMI 1.4 portHDMI 1.4 (Maximum resolution supported over HDMI is 1920x1080 @60Hz. No 4K/2K output)1 RJ45 Ethernet port (flip-down),24.690.000 ₫,: 16Gb (8Gb onboard + 1 khe rời),: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 358 x 235 x 1.69 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-dell-vostro-3520-5m2tt3.html,": 1,66 Kg",: WiFi 802.11a/b/g/ Bluetooth 5.0
: 3 cell,: Core i5 Alder Lake,: 1240P,: 3.3 GHz,: Black,: Khoảng 14 inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49675_lenovo_thinkpad_x1_carbon_gen_10_intel_black_a5.jpg,Laptop Lenovo ThinkPad X1 Carbon Gen 10 21CB009WVN (Core i5 1240P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch 2.2K/ Windows 11 Pro/ Black Paint/ Carbon Fiber/ 3 Year),: 12,: 16,: Windows 11 Pro,": 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)2x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4a)1x HDMI, up to 4K/60Hz1x Headphone / microphone combo jack (3.5mm)",47.290.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 5200,: DDR5,: 2K,": Khoảng 14 inch,: 315 x 222 x 15.36 mm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkpad-x1-carbon-gen-10-21cb009wvn.html,": 1,12 Kg",": Intel AX211 Wi-Fi 6E, 2x2 + BT5.1"
: 3 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Gold,: Khoảng 14 inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49660_laptop_hp_pavilion_x360_14_intel_gold_a5.jpg,Laptop HP Pavilion x360 14-ek0133TU 7C0P7PA (Core i5 1235U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch FHD TouchScreen/ Windows 11 Home/ Gold/ Hợp kim nhôm/ Pen),: 10 Cores,: 12 Threads,: Windows 11 Home,": 1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPortTM 1.4, HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",23.190.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: Full HD (1920x1080) ,": Khoảng 14 inch,: 32.2 x 21 x 1.99 cm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-hp-pavilion-x360-14-ek0133tu-7c0p7pa.html,": 1,51 Kg",: Realtek Wi-Fi 6 (2x2) and Bluetooth® 5.3 compatible combo (supporting gigabit data rate)
: 3 cell,: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Gold,: Khoảng 14 inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49659_laptop_hp_pavilion_x360_14_intel_gold_a5.jpg,Laptop HP Pavilion x360 14-ek0132TU 7C0W4PA (Core i7 1255U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch FHD TouchScreen/ Windows 11 Home/ Gold/ Hợp kim nhôm/ Pen),: 10 Cores,: 12 Threads,: Windows 11 Home,": 1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPortTM 1.4, HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",26.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: Full HD (1920x1080) ,": Khoảng 14 inch,: 32.2 x 21 x 1.99 cm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-hp-pavilion-x360-14-ek0132tu-7c0w4pa.html,": 1,51 Kg",: Realtek Wi-Fi 6 (2x2) and Bluetooth® 5.3 compatible combo (supporting gigabit data rate)
: 3 cell,: Core i5 Alder Lake,: 1240P,: 3.3 GHz,: Silver,: 15.6inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49656_hp_pavilion_15_eg20_intel_silver_a1.jpg,Laptop HP Pavilion 15-eg2081TU 7C0Q4PA (Core i5 1240P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Hợp kim nhôm),: 12,: 16,: Windows 11 Home,": 1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPortTM 1.4, HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",20.990.000 ₫,: 16Gb (2x8Gb),: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 36.02 x 23.4 x 1.79 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-pavilion-15-eg2081tu-7c0q4pa.html,": 1,74 Kg",: MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth® 5.2 combo (supporting gigabit data rate)
: 4 cell,: AMD Ryzen 5,: 6600H,: 3.3 GHz,: Blue,: Khoảng 16 inch,: Nvidia GeForce RTX 3050Ti 4Gb GDDR6,https://phucanhcdn.com/media/product/250_49605_laptop_hp_gaming_victus_16_blue_a1.jpg,Laptop HP Gaming Victus 16-e1105AX 7C0T0PA (Ryzen 5 6600H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050Ti 4Gb GDDR6/ 16.1inch FHD/ Windows 11 Home/ Performance Blue/ Vỏ nhựa),: 6,: 12,: Windows 11 Home,": 1 SuperSpeed USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPortTM 1.4, HP Sleep and Charge); 1 SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",27.990.000 ₫,: 16Gb (2x8Gb),: 2,: 4800,: DDR5,: Full HD (1920x1080) ,": Khoảng 16 inch,: 6.9 x 55.2 x 34.5 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-gaming-victus-16-e1105ax-7c0t0pa.html,": 2,4 Kg",: MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth® 5.2 combo (supporting gigabit data rate)
: 80Wh,: Core i7 Alder Lake,: 1260P,: 2.1 GHz,: Grey,: 14.0inch WUXGA,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_48445_lg_gram_14z90q_g_ah75a5_grey_a4.gif,Laptop LG Gram 14Z90Q-G.AH75A5 (Core i7 1260P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA/ Windows 11 Home/ Grey),: 12 Cores,: 16 Threads,: Windows 11 Home,": HP-Out (4Pole Headset, US type), USB 3.2 Gen2x1 (x2), HDMI,  USB 4 Gen3x2 Type C (x2, with Power Delivery, Display Port, Thunderbolt 4)",27.990.000 ₫,: 16Gb,: Không hỗ trợ,: 4800,: DDR5,: WUXGA (1920x1200) ,": 14.0inch WUXGA,: 358 x 235 x 17.5 mm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-lg-gram-14z90q-g.ah75a5.html,": 1,19 Kg",: 802.11ax + Bluetooth 5.1
: 3 cell,: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Silver,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49699_laptop_hp_240_g9__a3.jpg,Laptop HP 240 G9 6L1Y5PA (Core i7 1255U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa),: 10 Cores,: 12 Threads,: Windows 11 Home,: 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 SuperSpeed USB Type-C® 5Gbps signaling rate; 1 RJ-45; 1 headphone/microphone combo; 1 HDMI 1.4b; 1 AC power (HDMI cable sold separately),22.190.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 279 x 191 x 16.9-16.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-240-g9-6l1y5pa.html,": 1,5 Kg",: Realtek RTL8822CE 802.11ac 2x2 Wi-Fi + Bluetooth 5
: 6 cell,: Core i7 Raptor Lake,: 13650HX,: 2.6 GHz,: Grey,: 15.6inch Full HD,: Nvidia GeForce RTX 4050 6GB GDDR6,https://phucanhcdn.com/media/product/250_51376_laptop_dell_g_series_gaming_g15_5530_intel_phantom_grey_a8.jpg,Laptop Dell G series Gaming G15 5530 i7H165W11GR4050 (Core i7-13650HX/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home + Office Student/ Phantom Grey/ 1 Year),: 14 Cores,: 20 Threads,: Windows 11 Home + Office Student,: 01 RJ-45 port03 USB 3.2 Gen 1 ports01 USB 3.2 Gen 2 (Type-C) with DisplayPort01 Universal headset jack01 HDMI 2.1 port,40.990.000 ₫,: 16Gb (2x8Gb),: 2,: 4800,: DDR5,: Full HD (1920x1080) ,": 15.6inch Full HD,: 356 x 274 x 26.1 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-dell-g-series-gaming-g15-5530-i7h165w11gr4050-moi.html,": 2,65 Kg",: 802.11ax 2x2 WiFi and Bluetooth 5.2
: 80Wh,: Core i7 Alder Lake,: 1260P,: 2.1 GHz,: Grey,: Khoảng 16 inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_48454_lg_gram_16z90q_g_ah76a5_grey_a5.gif,Laptop LG Gram 16Z90Q-G.AH76A5 (Core i7 1260P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 16.0inch WQXGA/ Windows 11 Home/ Grey),: 12 Cores,: 16 Threads,: Windows 11 Home,": HP-Out (4Pole Headset, US type), USB 3.2 Gen2x1 (x2), HDMI,  USB 4 Gen3x2 Type C (x2, with Power Delivery, Display Port, Thunderbolt 4)",46.990.000 ₫,: 16Gb,: Không hỗ trợ,: 4800,: DDR5,: WQXGA (2560x1600) ,": Khoảng 16 inch,: 358 x 235 x 17.5 mm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-lg-gram-16z90q-g.ah76a5.html,": 1,19 Kg",: 802.11ax + Bluetooth 5.1
: 4 cell,: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Xanh,: Khoảng 13 inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_48375_laptop_hp_spectre_x360_14_ef0030tu_6k773pa_1.jpg,Laptop HP Spectre 14-ef0030TU 6K773PA (Core i7 1255U/ 16GB/ 1TB SSD/ Intel Iris Xe Graphics/ 13.5inch 3K2K Touch/ Windows 11 Home/ Xanh đen/ Vỏ nhôm),: 10 Cores,: 12 Threads,: Windows 11 Home,": 2 ThunderboltTM 4 with USB4TM Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPortTM 1.4, HP Sleep and Charge); 1 SuperSpeed USB Type-A 10Gbps signaling rate (HP Sleep and Charge); 1 headphone/microphone combo",51.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 4266,: DDR4,: 3K,": Khoảng 13 inch,: 14.8 x 38.5 x 31.5 cm",: 1TB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-spectre-x360-14-ef0030tu-6k773pa.html,": 1,36 kg",: Intel® Wi-Fi 6E AX211 (2x2) and Bluetooth® 5.2 combo (Supporting Gigabit data rate)
: 3 cell,: Core i7 Alder Lake,: 12700H,: 3.5 GHz,: Grey,: Khoảng 14 inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_48369_laptop_asus_zenbook_flip_14_oled_up5401_a5.gif,Laptop Asus Zenbook Flip 14 OLED UP5401ZA-KN101W (Core i7 12700H/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Touch screen/ Windows 11 Home/ Grey/ Nhôm/ U-LAN/ Pen/ Túi Sleeve),: 14,: 20,: Windows 11 Home,: 1x USB 3.2 Gen 2 Type-A; 2x Thunderbolt 4 supports display / power delivery//1x HDMI 2.0b; 1x 3.5mm Combo Audio Jack//Micro SD card reader,33.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 4800,: DDR5,: 2.8K (2880x1800),": Khoảng 14 inch,: 311 x 223 x 15.9-15.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-zenbook-flip-14-oled-up5401za-kn101w.html,": 1,4 Kg",: Wi-Fi 6E(802.11ax) (Dual band) 2*2 + Bluetooth 5.2
": 70WHrs, 3-cell Li-ion",: AMD Ryzen 5,: 5600H,: 3.3 GHz,: Blue,: Khoảng 15 inch,: AMD Radeon Graphics,https://phucanhcdn.com/media/product/250_48368_laptop_asus_vivobook_m1503qa__a6.gif,Máy tính xách tay Asus Vivobook M1503QA-L1028W (Ryzen 5 5600H/ 8GB/ 512GB SSD/ AMD Radeon Graphics/ 15.6inch FHD OLED/ Windows 11 Home/ Blue/ Vỏ nhựa),: 6,: 12,: Windows 11 Home,: 1x USB 2.0 Type-A; 1x USB 3.2 Gen 1 Type-C; 2x USB 3.2 Gen 1 Type-A; 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x 3.5mm Combo Audio Jack; 1x DC-in,17.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": Khoảng 15 inch,: 35.68 x 22.76 x 1.99 ~ 1.99 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-vivobook-m1503qa-l1028w.html,": 1,7kg",: Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5
: 3 cell,: AMD Ryzen 5,: 5600H,: 3.3 GHz,: Blue,: 14.0inch WUXGA,: AMD Radeon Graphics,https://phucanhcdn.com/media/product/250_48367_laptop_asus_vivobook_m1403qa_ly023w_1.jpg,Máy tính xách tay Asus Vivobook M1403QA-LY023W (Ryzen 5 5600H/ 8GB/ 512GB SSD/ AMD Radeon Graphics/ 14.0inch WUXGA/ Windows 11 Home/ Blue/ Vỏ nhựa),: 6,: 12,: Windows 11 Home,: 1x USB 2.0 Type-A,16.490.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: WUXGA (1920x1200) ,": 14.0inch WUXGA,: 317.4 x 228.5 x 19.2-19.3 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-vivobook-m1403qa-ly023w.html,": 1,4 Kg",: Wi-Fi 6(Gig+)(802.11ax)+Bluetooth 5.0 (Dual band) 2*2
: 3 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Bạc,: 15.6inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_47951_laptop_hp_15s_fq5104tu_6k7e4pa_a4.jpg,Laptop HP 15s-fq5079TU 6K799PA (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch/ Windows 11 Home/ Bạc/ Vỏ nhựa),: 10 Cores,: 12 Threads,: Windows 11 Home,: 1 SuperSpeed USB Type-C® 5Gbps signaling rate; 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 1.4b; 1 AC smart pin; 1 headphone/microphone combo,17.890.000 ₫,: 8Gb (2x4Gb),: 2,: 3200,: DDR4,: HD (1366x768),": 15.6inch,: 35.85 x 24.2 x 1.79 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-15s-fq5079tu-6k799pa.html,": 1,69kg",: Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 5 combo
: Hãng không công bố,: ,: M2,: 100GB/s,: Gray,: Khoảng 13 inch,: ,https://phucanhcdn.com/media/product/250_47936_,Máy tính xách tay Apple Macbook Pro 13 Z16S00034 (M2 8-core CPU/ 16Gb/ 512GB/ 10 core GPU/ Space Gray),: 8 Cores,,: Mac OS,": 2 x Thunderbolt / USB 4, 3.5 mm headphone",39.190.000 ₫,,: 1,,,: 2K,": 1.56 x 30.41 x 21.24 cm,: Khoảng 13 inch",: 512GB,: ,: SSD,https://www.phucanh.vn//laptop-apple-macbook-pro-m2-10gpu-16gb-512gb-gray-z16r0003x.html,: 1.4Kg,": Wi-Fi 6, Bluetooth 5.0"
: Hãng không công bố,: ,: M2,: 100GB/s,: Silver,: Khoảng 13 inch,: ,https://phucanhcdn.com/media/product/250_47935_,Máy tính xách tay Apple Macbook Pro 13 Z16T0003V (M2 8-core CPU/ 16Gb/ 256GB/ 10 core GPU/ Silver),: 8 Cores,,: Mac OS,": 2 x Thunderbolt / USB 4, 3.5 mm headphone",38.929.000 ₫,,: 1,,,: 2K,": 1.56 x 30.41 x 21.24 cm,: Khoảng 13 inch",: 256GB,: ,: SSD,https://www.phucanh.vn//laptop-apple-macbook-pro-m2-10gpu-16gb-256gb-silver-z16t0003v.html,: 1.4Kg,": Wi-Fi 6, Bluetooth 5.0"
: 3 cell,: Core i5 Alder Lake,: 12500H,: 2.5 GHz,: Blue,: Khoảng 14 inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_47859_laptop_asus_vivobook_a1403_a4.jpg,Laptop Asus Vivobook A1403ZA-KM161W (Core i5 12500H/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 14.0inch WQXGA/ Windows 11 Home/ Blue),: 12,: 16,: Windows 11 Home,: 2x USB 3.2 Gen 1 Type-A//1x HDMI 1.4/1x USB 3.2 Gen 1 Type-C/1x USB 2.0 Type-A,19.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: WQXGA (2560x1600) ,": Khoảng 14 inch,: 31.71 x 22.20 x 1.99 ~ 1.99 cm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-vivobook-a1403za-km161w-oled.html,": 1,4 kg",: Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2
: 2 cell,: Core i3 Tiger Lake,: 1115G4,: 3.0 GHz,: Black,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_47846_laptop_lenovo_k14_g1_intel_black_a_6.jpg,Laptop Lenovo V series K14 G1 21CSS08J00 (Core i3 1115G4/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ NoOS/ Black/ Vỏ nhựa/ 1 Year),: 2,: 4,: NoOS,: 1x USB 2.0/ 1x USB 3.2 Gen 1/ 1x USB-C 3.2 Gen 1 (support data transfer only)/ 1x HDMI 1.4b/ 1x Ethernet (RJ-45)/ 1x Headphone / microphone combo jack (3.5mm)/ 1x Power connector,12.990.000 ₫,: 8Gb (4Gb onboard + 1 khe rời),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 324 x 215 x 19.5 mm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-lenovo-k14-g1-21css08j00.html,": 1,43 Kg",": 11ac, 2x2 + BT5.0, 100/1000M"
: 3 cell,: Core i5 Alder Lake,: 12500H,: 3.3 GHz,: Blue,: 15.6inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_47831_laptop_asus_vivobook_a1503za__a5.jpg,Laptop Asus Vivobook A1503ZA-L1422W (Core i5 12500H/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Blue/ Balo),: 12,: 16,: Windows 11 Home,: 1x USB 3.2 Gen 1 Type-A; 1x USB 3.2 Gen 1 Type-C; 2x USB 2.0 Type-A; 1x HDMI 1.4,19.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 359 x 235 x 17.9-17.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-vivobook-a1503za-l1422w.html,": 1,8 Kg",: Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2
