Name,Price,URL,ImgURL,CPU,Ram,Storage,Graphics,Display,Status
Laptop cũ HP Elitebook 840 G5,8990000,https://laptop88.vn/laptop-cu-hp-elitebook-840-g5-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_4740.jpg,i7 - 8650U,8GB DDR4,SSD 256GB,Intel HD 620,14 Full HD,Used
Laptop Cũ Dell Latitude 7490,7690000,https://laptop88.vn/laptop-cu-dell-latitude-7490-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_4671.jpg,i5 - 8250U,8GB DDR4,SSD 240GB,Intel UHD 620,14 inch Full HD,Used
Laptop Cũ Dell Latitude 5490,6990000,https://laptop88.vn/laptop-cu-dell-latitude-5490-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_4815.jpg,i5 - 8250U,8GB DDR4,SSD 240GB,Intel HD 620,14 Full HD,Used
Laptop Cũ Dell Precision 7510,9490000,https://laptop88.vn/laptop-cu-dell-precision-7510-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_4249.jpg,i7 - 6820HQ,8GB DDR4,SSD 256GB,Quadro M1000,15.6 Full HD | 4K,Used
Laptop Cũ Dell Latitude E5580,6690000,https://laptop88.vn/laptop-cu-dell-latitude-5580-intel-core-i5/p4570.html,https://laptop88.vn/media/product/pro_poster_4570.jpg,i5 - 6200U,8GB DDR4,SSD 240GB,Intel HD 620,15.6 inch Full HD,Used
Laptop Cũ Dell Precision M6800 Intel Core i7 MQ,10990000,https://laptop88.vn/laptop-cu-dell-precision-m6800-core-i7.html,https://laptop88.vn/media/product/pro_poster_2541.jpg,i7 - 4800MQ,16GB DDR3L,SSD 256GB,Quadro K3100M,17.3 inch Full HD,Used
Laptop cũ HP Elitebook 840 G3,5990000,https://laptop88.vn/laptop-cu-hp-elitebook-840-g3-core-i5.html,https://laptop88.vn/media/product/pro_poster_2542.jpg,i5 - 6200U,8GB DDR4,SSD 240GB,Intel HD 520,14 Full HD,Used
Laptop Cũ HP Probook 645 G3,3990000,https://laptop88.vn/laptop-cu-hp-probook-645-g3-amd-a10.html,https://laptop88.vn/media/product/pro_poster_7624.jpg,AMD A10,8GB DDR4,SSD 128GB,"AMD Radeon Vega
",14 HD,Used
Dell XPS 13 9315,19990000,https://laptop88.vn/laptop-cu-dell-xps-9300-intel-core-i5.html,https://laptop88.vnhttps://laptop88.vn/media/product/6460_ac_m___i_100__full_box_laptop_dell_xps_13_9315_f4gh8_2022__3_.jpg,Intel Core i5-1230U,8GB LPDDR5,SSD 512GB,Intel Iris xe Graphics,13.4 inch Full HD+,New Outlet
Laptop Workstation Cũ HP Zbook 15 G3,10390000,https://laptop88.vn/laptop-workstation-cu-hp-zbook-15-g3-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_4673.jpg,i7 - 6820HQ,16GB DDR4,SSD 512GB,Quadro M1000M,15.6 inch Full HD,Used
Laptop cũ Dell Latitude 7480,7390000,https://laptop88.vn/laptop-cu-dell-latitude-e7480-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_4572.jpg,i7 - 7600U,8GB DDR4,SSD 240GB,Intel HD 520,"14 inch Full HD
",Used
Laptop Cũ HP Elitebook 840 G5,8490000,https://laptop88.vn/laptop-cu-hp-elitebook-840-g5-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_4583.jpg,i5 - 8350U,8GB DDR4,SSD 256GB,Intel UHD 620,14 Full HD,Used
Laptop Cũ Dell XPS 13 9380,13990000,https://laptop88.vn/laptop-cu-dell-xps-13-9380-intel-core-i5.html,https://laptop88.vn/media/product/5888_2_1080_1050878595.jpg,i5 - 8265U,8/16GB ,SSD 256GB,Intel UHD Graphics,13.3 Full HD,Used
Laptop Cũ HP Notebook 14s,7990000,https://laptop88.vn/laptop-cu-hp-notebook-14s-cr1006tu-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_7779.jpg,i5 - 8265U,8GB DDR4,SSD 256GB,Intel UHD Graphics,14 inch Full HD,Used
Laptop Cũ HP Probook 445 G7,10490000,https://laptop88.vn/laptop-cu-hp-probook-445g7-amd-ryzen-5.html,https://laptop88.vn/media/product/pro_poster_7679.jpg,R5 -4500U,8GB DDR4,SSD 256GB,AMD Radeon Graphics,14 Full HD,Used
Laptop Dell Latitude E7470,6090000,https://laptop88.vn/laptop-dell-latitude-e7470-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_3969.jpg,i5 - 6200U,8GB DDR4,SSD 240GB,Intel HD 520,14 inch Full HD,Used
Laptop cũ Dell Latitude E7270,4790000,https://laptop88.vn/laptop-dell-latitude-e7270-core-i5-6300u-ram-8gb-ssd-250gb-hd-graphics-520-fhd-keyboard-led-125-inch-bao-hanh-1-nam.html,https://laptop88.vn/media/product/3823_anh_noi_bat_e7270.jpg,i5 - 6200U,8GB ,SSD 120GB,Intel HD 520,12.5 inch HD,Used
Laptop Cũ Dell Latitude 7390,9290000,https://laptop88.vn/laptop-cu-dell-latitude-7390-intel-core-i7/p4932.html,https://laptop88.vn/media/product/pro_poster_4932.jpg,i7 - 8560U,8GB DDR4,SSD 256GB,Intel HD 620,13.3 Full HD,Used
Laptop Cũ Dell Latitude E5480,6090000,https://laptop88.vn/laptop-cu-dell-latitude-5480-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_6357.jpg,i5 - 6200U,8GB DDR4,SSD 240GB,Intel HD Graphics,14 inch Full HD,Used
Laptop Cũ Dell Precision 5530,16990000,https://laptop88.vn/laptop-cu-dell-precision-5530-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_5395.jpg,i7 - 8850H,16GB DDR4,SSD 512GB,Quadro P1000,15.6 Full HD,Used
Laptop cũ Dell Precision M4800,5990000,https://laptop88.vn/laptop-cu-dell-precision-m4800-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_5219.jpg,i5 - 4200M,8GB DDR3,SSD 256GB,AMD M5100,15.6 HD / Full HD,Used
Dell XPS Plus 9320,28190000,https://laptop88.vn/laptop-dell-xps-plus-9320-intel-core-i7-1260p-ram-16gb-13.3-inch-3.5k-100-dci-p3.html,https://laptop88.vnhttps://laptop88.vn/media/product/7431_dell_xps_plus_9320.jpg,i7 - 1260P,16GB DDR5,SSD 512GB,Intel Xe Graphics,13.3 inch Full HD+,New Outlet
Laptop Cũ Dell Latitude 3400,8990000,https://laptop88.vn/laptop-cu-dell-latitude-3400-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_6792.jpg,i7-8565U,8GB DDR4,SSD 240GB,Card rời MX130,14 Full HD,Used
Laptop Cũ HP Spectre Pro X360 G2,8690000,https://laptop88.vn/laptop-cu-hp-spectre-pro-x360-g2-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_5095.jpg,i5 - 6300U,8GB DDR4,SSD 256GB,Intel HD Graphics,13.3 Full HD,Used
Laptop Cũ Dell Latitude 5410,10690000,https://laptop88.vn/laptop-cu-dell-latitude-5410-intel-core-i5-14-inch-full-hd.html,https://laptop88.vn/media/product/7575_dell_latitude_5410_jakarta_1.jpg,i5 - 10310U,8GB DDR4,SSD 256GB,UHD Graphics 620,14 inch Full HD,New 100%
Laptop Cũ Dell Precision M4800,7990000,https://laptop88.vn/laptop-cu-dell-precision-m4800-core-i7-4800mq-ram-8gb-ssd-256gb-vga-2gb-nvidia-quadro-k1100m-156-inch-fullhd-bh-1-nam.html,https://laptop88.vn/media/product/pro_poster_2434.jpg,i7 - 4800MQ,8GB DDR4,SSD 256GB,Quadro K1100M,15.6 Full HD | 4K,Used
Laptop cũ Dell Latitude 7480,6890000,https://laptop88.vn/laptop-cu-dell-latitude-e7480-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_4261.jpg,i5 - 7200U,8GB DDR4,SSD 240GB,Intel HD Graphics,14 HD | Full HD,Used
Laptop Cũ Dell Precision 7520,9690000,https://laptop88.vn/laptop-workstation-cu-dell-precision-7520-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_4674.jpg,i7 - 6820HQ,8GB DDR4,SSD 256GB,Quadro M1200,15.6 inch Full HD,Used
Laptop Cũ Dell Precision 3530,12990000,https://laptop88.vn/laptop-cu-dell-precision-3530-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_6069.jpg,i7 - 8750H,16GB DDR4,SSD 512GB,Nvidia P600,15.6 Full HD,Used
Laptop Cũ Dell Latitude 7390,7690000,https://laptop88.vn/laptop-cu-dell-latitude-7390-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_5091.jpg,i5 - 8250U,8GB DDR4,SSD 256GB,Intel HD 620,13.3 inch Full HD,Used
