Name,Price,URL,ImgURL,CPU,Ram,Storage,Graphics,Display,Status
Laptop LG Gram 2023 17Z90R,48990000,https://laptop88.vn/new-100-laptop-lg-gram-2023-17z90r-g.ah78a5-intel-core-i7-1360p-17-inch-wqxga-2560-x-1600.html,https://laptop88.vn/media/product/pro_poster_8135.jpg,"i7-1360P
",16GB LPDDR5,SSD 1TB NVMe,"Intel Iris Xe Graphics
",17 inch 2K 100% sRGB,New 100%
Laptop Dell Gaming G15 5530 i7H165W11GR4050,38990000,https://laptop88.vn/new-100-laptop-dell-gaming-g15-5530-i7h165w11gr4050-intel-core-i7-13650hx-rtx-4050-15.6-inch-full-hd.html,https://laptop88.vn/media/product/8150____nh_1.jpg,i7-13650HX,16GB DDR5,SSD 512GB NVMe,NVIDIA  RTX 4050 6GB,15.6 Full HD 165Hz,New 100%
Laptop Asus Vivobook 15 X1504VA,13190000,https://laptop88.vn/new-100-laptop-asus-vivobook-15-x1504va-nj069w-i3-1315u-8gb-512gb-15-inch-full-hd.html,https://laptop88.vn/media/product/8125_asus_vivobook_15_.jpg," i3-1315U
",8GB DDR4,SSD 512GB ,Intel Iris Xe Graphics,15.6  Full HD,New 100%
Laptop MSI Raider GE67 HX 12UGS 097VN Intel Core i9,56990000,https://laptop88.vn/new-100-laptop-msi-raider-ge67-hx-12ugs-097vn-intel-core-i9-12900hx-rtx3070ti-gddr6-15.6-inch-oled-qhd.html,https://laptop88.vn/media/product/8022_untitled_1.jpg,"i9-12900HX
",32GB DDR5,SSD 1TB NVMe,Nvidia RTX 3070Ti,15.6 QHD OLED,New 100%
Laptop HP Envy X360 2 in 1 14,15490000,https://laptop88.vn/new-outlet-laptop-hp-envy-x360-2-in-1-14-es0013dx-7h9y4ua-intel-core-i5-1335u-14-inch-full-hd-touch.html,https://laptop88.vn/media/product/8177_pro_poster_5117.jpg,i5-1335U,8GB DDR4,SSD 512GB NVMe,Intel Iris Xe,14 Full HD Touch,New Outlet
Laptop LG Gram 2023 14Z90R,30990000,https://laptop88.vn/new-100-laptop-lg-gram-2023-14z90r-g.ah53a5-intel-core-i5-1340p-14-inch-wuxga.html,https://laptop88.vn/media/product/pro_poster_8129.jpg,"i5-1340P
",16GB LPDDR5,SSD 256GB NVMe,"Intel Iris Xe Graphics
",14 inch 2K 100% sRGB,New 100%
Laptop Dell Inspiron 14 7425 RG6WW  2 in 1,14990000,https://laptop88.vn/new-outlet-laptop-dell-inspiron-14-7425-rg6ww-2-in-1-amd-ryzen-5-5625u-14-inch-full-hd-2022.html,https://laptop88.vn/media/product/8176_7381_dell_inspiron_14_7425_rg6ww_2_in_1.jpg,"AMD R5-5625U
",8GB DDR4,SSD 512GB,"Integrated AMD Vega
",14.0 Full HD+ Touch,New 100%
Laptop LG Gram 2023 14Z90R,37390000,https://laptop88.vn/new-100-laptop-lg-gram-2023-14z90r-g.ah75a5-intel-core-i7-1360p-14-inch-wuxga.html,https://laptop88.vn/media/product/pro_poster_8131.jpg,"i7-1360P
",16GB LPDDR5,SSD 512GB NVMe,"Intel Iris Xe Graphics
",14 inch 2K 100% sRGB,New 100%
Laptop ASUS ROG Zephyrus G14 GA402NJ,39990000,https://laptop88.vn/new-100-laptop-asus-rog-zephyrus-g14-ga402nj-l4056w-amd-ryzen-7-7735hs-16gb-ddr5-rtx-3050-14-inch-wuxga.html,https://laptop88.vn/media/product/8178_05_ga402_black_lb.png,"AMD R7-7735HS
",16GB DDR5,SSD 512GB NVMe,Nvidia RTX 3050,14 100% sRGB 144Hz,New 100%
Laptop Lenovo IdeaPad Flex 5 16IAU7,16990000,https://laptop88.vn/new-outlet-laptop-lenovo-ideapad-flex-5-16iau7-82r80002us-i7-1255u-16gb-512gb-16-inch-wqxga.html,https://laptop88.vn/media/product/8182_1073998780.jpg,i7-1255U,16GB ,SSD 512GB NVMe,Intel Iris Xe Graphics,16 WQXGA,New Outlet
Laptop Lenovo Ideapad Slim 9 14ITL5 82D2000BUS,18990000,https://laptop88.vn/new-outlet-laptop-lenovo-ideapad-slim-9-14itl5-82d2000bus-intel-core-i7-1165g7-ram-16gb-14-inch-4k-100-dci-p3.html,https://laptop88.vn/media/product/8198_db531b5e_f934_4075_931c_f813e7dcc591.jpg,i7-1165G7,16GB LPDDR4x,SSD 512GB NVMe,Intel Iris Xe,14 4K 100% sRGB,New Outlet
Laptop Dell Gaming G15 5530 i7H165W11GR4060,40990000,https://laptop88.vn/new-100-laptop-dell-gaming-g15-5530-i7h165w11gr4060-intel-core-i7-13650hx-rtx-4060-15.6-inch-full-hd.html,https://laptop88.vn/media/product/8153_8150____nh_1__2_.jpg,i7-13650HX,16GB DDR5,SSD 512GB NVMe,NVIDIA  RTX 4060 6GB,15.6 Full HD 165Hz,New 100%
Laptop Lenovo Legion 5 Pro Y9000P IRX8 82WK007NCD,41990000,https://laptop88.vn/new-100-laptop-lenovo-legion-5-pro-y9000p-irx8-82wk007ncd-intel-core-i9-13900h-16gb-rtx-4060-16-inch-wqxga.html,https://laptop88.vn/media/product/8156_picture_61682068620.jpg,i9-13900HX,16GB DDR5,SSD 512GB NVMe,Nvidia RTX 4060 8GB,16 240Hz 100%sRGB,New 100%
Lenovo Yoga 7 2 in 1 16IRL8 82YN0001US,18690000,https://laptop88.vn/new-100-lenovo-yoga-7-2-in-1-16irl8-82yn0001us-intel-core-i5-1355u-16-inch-wuxga.html,https://laptop88.vn/media/product/pro_poster_8200.jpg,i5 - 1335U,8GB DDR5,SSD 512GB,Intel Iris Xe,16 WUXGA,New 100%
Laptop Cũ Dell Gaming G3 3500,15990000,https://laptop88.vn/moi-100-full-box-laptop-dell-g3-15-3500-p89f002-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_6055.jpg,i5 - 10300H,16GB ,SSD 512GB,Nvidia GTX 1650,17.3 Full HD,Used
Laptop Lenovo IdeaPad Gaming 3 15ARH7 82SB00K9US,27990000,https://laptop88.vn/new-100-laptop-lenovo-ideapad-gaming-3-15arh7-82sb00k9us-ryzen-7-7735hs-16gb-512gb-rtx-4050.html,https://laptop88.vnhttps://laptop88.vn/media/product/8195_ac___lenovo_ideapad_gaming_3_15arh7_82sb00k9us__2_.jpg,R7 - 7735HS,16GB DDR5,SSD 512GB NMVe,Nvidia RTX 4050,15.6 Full HD ,New 100%
Laptop Lenovo Slim 7 16IAH7 82VB0000US,21990000,https://laptop88.vn/new-outlet-laptop-lenovo-slim-7-16iah7-82vb0000us-i7-12700h-intel-arc-a370m-32gb-1tb-16-inch-wqxga.html,https://laptop88.vn/media/product/8183_61gwo44ugsl__ac_sx679_.jpg,i7-12700H,32GB LPDDR5,SSD 1TB NVMe,Intel ARC A370M,16 WQXGA,New Outlet
Laptop Lenovo LOQ 15IRH8 82XV000PVN,29990000,https://laptop88.vn/new-100-laptop-lenovo-loq-15irh8-82xv000pvn-intel-core-i5-13420h-rtx-4050-15.6-inch-144hz.html,https://laptop88.vn/media/product/8199_13166_lenovo_loq_15irh8_82xv000pvn_1.jpg,i5 - 13420H,8GB DDR5,SSD 512GB,RTX 4050,15.6 FHD 144Hz,New 100%
Laptop cũ Dell XPS 13 9305,16690000,https://laptop88.vn/moi-99-refurbished-laptop-dell-xps-13-9305-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_7029.jpg,i5 - 1135G7,8GB LPDDR3,SSD 256GB,Intel Iris Plus Graphics,13.3 inch Full HD,New 100%
Laptop Cũ Lenovo K21,3990000,https://laptop88.vn/laptop-cu-lenovo-k21-intel-core-i3.html,https://laptop88.vn/media/product/pro_poster_5931.jpg,i3 - 6100U,4GB DDR3L,SSD 120GB,Intel HD 520,12.5 inch HD,Used
Laptop Lenovo ThinkBook 15 G4 IAP 21DJ000VUS,15990000,https://laptop88.vn/new-outlet-lenovo-thinkbook-15-g4-iap-21dj000vus-i7-1255u-16gb-512gb.html,https://laptop88.vn/media/product/pro_poster_8184.jpg,i7-1255U,16GB DDR4,SSD 512GB NVMe,Intel Iris Xe,15 inch FHD,New Outlet
Laptop Cũ Dell XPS 13 9360,15990000,https://laptop88.vn/laptop-dell-xps-9360-intel-core-i7-7500u-ram-8gb-ssd-nvme-256gb-intel-iris-plus-graphic-640-13.3-inch-fullhd/p4133.html,https://laptop88.vn/media/product/pro_poster_4133.jpg,i7-7500U,8GB LPDDR3,SSD 256GB,Intel HD 620,13.3 inch Full HD,Used
Laptop Cũ Dell Precision M6700 Intel Core i7,10990000,https://laptop88.vn/laptop-cu-dell-precision-m6700.html,https://laptop88.vn/media/product/pro_poster_3915.jpg,i7 - 3720 QM,8GB DDR3,SSD 256GB,Quadro K5000M,17.3 Full HD,Used
Laptop Cũ Dell Latitude 5580,8990000,https://laptop88.vn/laptop-cu-dell-latitude-5580-intel-core-i-7.html,https://laptop88.vn/media/product/pro_poster_4575.jpg,i7 - 7820HQ,8GB DDR4,SSD 256GB,Intel HD Graphics,15.6 Full HD,Used
Mac Mini Late 2014 Cũ A1347 EMC 2840,6800000,https://laptop88.vn/mac-mini-late-2014-cu-a1347-emc-2840-intel-core-i5-2.6ghz.html,https://laptop88.vn/media/product/6445_mgem2_1_3xlp_7o.jpg,i5 - 6200U,8GB DDR4,SSD 256GB,"Intel Iris Xe Graphics
",15.6 Full HD 144Hz,New 100%
Laptop Cũ Dell Latitude 5590,8490000,https://laptop88.vn/laptop-cu-dell-latitude-5590-intel-core-i5/p4571.html,https://laptop88.vn/media/product/4571_artboard_2.png,i5 - 8250U,8GB DDR4,SSD 256GB,Intel UHD Graphics,15.6 inch Full HD,Used
Laptop Cũ LG Gram 14ZD90N,16990000,https://laptop88.vn/moi-100-full-box-laptop-lg-gram-2020-14zd90n-v.ax53a5-hang-chinh-hang.html,https://laptop88.vn/media/product/5122_14zd90n_v_ax53a5.png,"Intel Core i5-1035G7
",8GB DDR4,SSD 256GB,"Intel Iris Plus
",14 inch Full HD,Used
Laptop Cũ Dell Precision 7540,19990000,https://laptop88.vn/laptop-cu-dell-precision-7540-intel-core-i7.html,https://laptop88.vn/media/product/7214_7032_workstations_precision_7540_html5_static_image_set_www_laptopvip_vn_1623474661__1_.png,i7 - 9850H,16GB DDR4,SSD 512GB,Quadro T2000M,15.6 Full HD,Used
Laptop Cũ Dell Latitude 7420,13490000,https://laptop88.vn/laptop-cu-dell-latitude-7420-intel-core-i5-1145g7-14-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7648.jpg,"i5-1145G7
",8GB DDR4,SSD 256GB NVMe,"Intel Iris Xe Graphics
",14 Full HD,Used
Macbook Air 13 Late 2020 MGN63SA / MGN93SA / MGND3SA,25990000,https://laptop88.vn/moi-100-full-box-macbook-air-13-late-2020-mgn63sa/mgn93sa/mgnd3sa-chip-m1-8-core-ssd-256gb-chinh-hang.html,https://laptop88.vn/media/product/pro_poster_5911.jpg,"M1 (8-Core CPU)
",8GB ,SSD 256GB,"7-Core GPU
",13.3 Retina,New 100%
Laptop Cũ Dell Latitude 7300,9290000,https://laptop88.vn/laptop-cu-dell-latitude-7300-intel-core-i7.html,https://laptop88.vn/media/product/7899_7210_5401.png,"i7 - 8560U
",8GB DDR4,SSD 256GB,Intel UHD 620,13.3 Full HD,Used
Laptop Cũ Dell Precision 5560,29990000,https://laptop88.vn/moi-100-full-box-laptop-dell-precision-5560-intel-core-i7-11850h-rtx-t1200m.html,https://laptop88.vn/media/product/7907_dell_precision_5560_1.png,"i7 - 11850H
",32GB DDR4,SSD 512GB NVMe,"Quadro T1200M
",15 Full HD+,Used
Laptop Lenovo Yoga 9 2 in 1 14IAP7 82LU004CUS,19990000,https://laptop88.vn/new-outlet-laptop-lenovo-yoga-9-2-in-1-14iap7-82lu004cus-intel-core-i7-1260p-16gb-14-inch-wuxga-100-srgb.html,https://laptop88.vn/media/product/8179_laptoplenovoyogaslim9_1.jpg,i7-1260P,16GB LPDDR5,SSD 512GB NVMe,Intel Iris Xe Graphics,14 Full HD+ 100% sRGB,New Outlet
Laptop cũ Dell Latitude E7270,5290000,https://laptop88.vn/laptop-dell-latitude-e7270-core-i7.html,https://laptop88.vn/media/product/pro_poster_3964.jpg,i7 - 6600U,8GB DDR4,SSD 256GB,Intel HD 520,12.5 inch Full HD,Used
Laptop Workstation Cũ Dell Precision 5540,19990000,https://laptop88.vn/laptop-workstation-cu-dell-precision-5540-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_5325.jpg,Core i7-9850H,16GB DDR4,SSD 512GB,Quadro T1000,15.6 Full HD,Used
Laptop Dell Inspiron 16 5625,14790000,https://laptop88.vn/moi-99-full-box-laptop-dell-inspiron-16-5625-r1505s-amd-ryzen-5-5625u-16-inch-full-hd.html,https://laptop88.vn/media/product/7954_7413_7642_5625_moi.jpg,"R5 - 5625U
",8GB DDR4 ,SSD 512GB NVMe,"AMD Radeon Graphics
",16 Full HD+,New 100%
Laptop Cũ Dell Inspiron 14 5425,15690000,https://laptop88.vn/laptop-cu-dell-inspiron-14-5425-amd-ryzen-7-5825u-14-inch-full-hd.html,https://laptop88.vn/media/product/7937_7765_picture_01664770540.jpg,"AMD R7-5825U
",8GB DDR4 ,SSD 512GB NVMe,"AMD Radeon Vega
",14.0 Full HD+,Used
Laptop cũ Dell Precision 5520,15490000,https://laptop88.vn/laptop-cu-dell-precision-m5520-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_4700.jpg,i7 - 7820HQ / Xeon,16GB DDR4,SSD 512GB,Quadro M1200,15.6 inch Full HD,Used
Laptop Cũ Workstation Dell Precision 5540,24990000,https://laptop88.vn/moi-99-no-box-laptop-workstation-dell-precision-5540-intel-core-i9.html,https://laptop88.vn/media/product/5609_5325_dell_precision_5540_1.jpg,Core i9-9880H,32GB DDR4,SSD 512GB,Quadro T2000,15.6 Full HD,Used
Laptop cũ HP Elitebook x360 1040 G5,11990000,https://laptop88.vn/moi-100-full-box-laptop-hp-elitebook-x360-1040-g5-5xd03pa-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_4526.jpg,"i5 - 8250u
",8GB LPDDR4,SSD 256GB ,UHD 620,14 inch FHD,Used
Laptop Cũ Dell Latitude 7400,9490000,https://laptop88.vn/laptop-cu-dell-latitude-7400-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_6082.jpg,i7 - 8560U,8GB / 16GB,SSD 240GB,"Intel UHD 620
",14 Full HD,Used
Laptop Dell Latitude E7470,6990000,https://laptop88.vn/laptop-dell-latitude-e7470-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_3840.jpg,i7 - 6600U,8GB DDR4,SSD 240GB,Intel HD 520,14 inch Full HD,Used
Laptop Cũ Dell Precision 7720,13990000,https://laptop88.vn/laptop-cu-dell-precision-7720-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_5087.jpg,Intel core i7,8GB ,SSD 256GB,Quadro P3000M,17.3 Full HD,Used
Laptop Cũ Dell Precision 7530,16990000,https://laptop88.vn/laptop-cu-dell-precision-7530-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_6379.jpg,i7 - 8750H,16GB DDR4,SSD 512GB,Quadro P1000M,15.6 Full HD,Used
Laptop Cũ Dell Precision 7710,14990000,https://laptop88.vn/laptop-cu-dell-precision-7710-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_4782.jpg,i7 - 6820HQ,8GB DDR4,SSD 256GB,Quadro M3000M,17.3 inch Full HD,Used
Laptop Cũ Lenovo Thinkpad T480s,10690000,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t480s-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_4915.jpg,i5 - 8265u,8GB DDR4,SSD 256GB,Intel HD Graphics,14 inch Full HD,New 100%
Laptop Gaming ASUS TUF Gaming A15 FA506ICB,17590000,https://laptop88.vn/moi-100-full-box-laptop-gaming-asus-tuf-gaming-a15-fa506icb-hn355w-amd-ryzen-5-4600h-rtx-3050-4gb-15.6-inch-full-hd-144hz.html,https://laptop88.vn/media/product/pro_poster_7671.jpg,"R5 - 4600H
",8GB DDR4,SSD 512GB NVMe,"Nvidia RTX 3050 4GB
",15.6 Full HD 144Hz,New 100%
Laptop Microsoft Surface Pro 7 Plus,17990000,https://laptop88.vn/moi-100-full-box-laptop-microsoft-surface-pro-7-plus-intel-core-i5-1135g7-12.3-inch-qhd.html,https://laptop88.vn/media/product/pro_poster_7984.jpg,i5-1135G7,8GB LPDDR4X,SSD 128GB,Kèm phím,12.3 QHD Touch,New 100%
Laptop Gaming MSI Katana 15 B13VEK 252VN,29990000,https://laptop88.vn/new-100-laptop-gaming-msi-katana-15-b13vek-252vn-intel-core-i7-13620h-rtx-4050-6gb-144hz.html,https://laptop88.vn/media/product/pro_poster_7986.jpg,"i7-13620H
",8GB DDR5,SSD 512GB NMVe,"Nvidia RTX 4050
",15.6 Full HD 144Hz,New 100%
Laptop Gaming Asus TUF 2022 F15 FX507ZC,24690000,https://laptop88.vn/moi-100-full-box-laptop-gaming-asus-tuf-f15-intel-core-i7-12700h.html,https://laptop88.vn/media/product/pro_poster_7002.jpg,"Core i7-12700H
",8GB DDR5 ,SSD 512GB NVMe,NVIDIA RTX 3050,15.6 Full HD 144Hz,New 100%
Laptop Cũ Dell Precision 3520,9590000,https://laptop88.vn/laptop-cu-dell-precision-3520-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_4725.jpg,i7 - 6820HQ,16GB DDR4,SSD 240GB,Quadro M620,15.6 inch Full HD,Used
Laptop MSI Modern 14 C13M 458VN,15490000,https://laptop88.vn/new-100-laptop-msi-modern-14-c13m-458vn-intel-core-i5-1335u-14-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7966.jpg,"i5 - 1335U
",8GB DDR4,SSD 512GB,"Intel Iris Xe Graphics
",14 Full HD,New 100%
Laptop Dell Gaming G15 5520,18990000,https://laptop88.vn/moi-100-full-box-laptop-dell-g15-5520-1d62j-intel-core-i5-12500h-rtx3050-15.6-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7698.jpg,"i5 - 12500H
",8GB DDR5,SSD 256GB NVMe,Nvidia RTX 3050,15.6 FHD 120Hz,New Outlet
Laptop Samsung Galaxy Book Pro 15 NP950XDB KC5US,17990000,https://laptop88.vn/moi-laptop-samsung-galaxy-book-pro-intel-core-i7.html,https://laptop88.vn/media/product/pro_poster_6976.jpg,"Core  i7-1165G7
",16GB LPDDR4,SSD 1TB NVMe,"Intel Iris Xe Graphics
",15.6 FHD 100% sRGB,New Outlet
Laptop Dell G16 7620,28490000,https://laptop88.vn/new-outlet-laptop-dell-g16-7620-intel-core-i7-12700h-rtx-3050ti-16-inch-qhd.html,https://laptop88.vn/media/product/pro_poster_8052.jpg,"i7 - 12700H
",16GB DDR5,SSD 512GB NVMe,"Nvidia RTX3050Ti
",16inch 165Hz  100% sRGB,New Outlet
Laptop HP Pavilion x360 14,11690000,https://laptop88.vn/moi-100-full-box-laptop-hp-pavilion-x360-14-ek0013dx-intel-core-i3-1215u-14-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7719.jpg,i3 - 1215U,8GB DDR4,SSD 256GB NMVe,Intel UHD Graphics,14 Full HD iPS,New 100%
Laptop LG Gram 14 Lightweight 14ZB90Q,21990000,https://laptop88.vn/new-outlet-laptop-lg-gram-2-in-1-16t90q-k.aac7u1-intel-core-i7-1260p-16-inch-2k-wqxga.html,https://laptop88.vn/media/product/pro_poster_7987.jpg,"i7-1260P
",16GB LPDDR5,SSD 512GB NMVe,Intel Iris Xe Graphics,14  WUXGA ,New Outlet
Laptop Lenovo Ideapad Gaming 3 2022 15IAH7 82S90086VN,19990000,https://laptop88.vn/moi-100-full-box-laptop-lenovo-ideapad-gaming-3-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_6937.jpg,Intel Core i5-12500H,16GB DDR4,SSD 512GB NVMe,Nvidia RTX 3050Ti,15.6 Full HD 120Hz,New 100%
Laptop Dell Inspiron 16 Plus 7620,22990000,https://laptop88.vn/new-outlet-laptop-dell-inspiron-16-plus-7620-intel-core-i7-12700h-ram-40gb-ssd-1tb-16-inch-qhd.html,https://laptop88.vn/media/product/pro_poster_8070.jpg,i7-12700H,40GB DDR5,SSD 1TB NVMe,Intel Iris Xe Graphics ,16 inch QHD+ ,New Outlet
Laptop Dell Inspiron 3520 N5I5122W1,15690000,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-3520-n5i5122w1-intel-core-i5-1235u-15.6-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7603.jpg,i5 - 1235U,8GB DDR4,SSD 256GB NVMe,Intel Iris Xe Graphics,15.6 Full HD 120Hz,New 100%
Laptop Dell Inspiron 15 3511 R1605S,14390000,https://laptop88.vn/moi-100-full-box-laptop-dell-inspiron-15-3511-r1605s-intel-core-i5-1135g7-16gb-15.6-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7896.jpg,i5-1135G7,16GB DDR4,SSD 512GB,Intel Iris Xe Grapchis,15.6 Full HD,New 100%
Laptop Gaming Acer Predator Helios 300 PH315,28590000,https://laptop88.vn/new-outlet-laptop-gaming-acer-predator-helios-300-ph315-55-70zv-intel-core-i7-12700h-rtx-3060-15.6-quot-full-hd-165hz.html,https://laptop88.vn/media/product/pro_poster_8079.jpg,"i7-12700H
",16GB DDR5,SSD 512GB,RTX 3060,"15.6 Full HD, 165Hz",New 100%
Laptop HP Pavilion x360 2 in 1 14,14590000,https://laptop88.vn/moi-100-full-box-laptop-hp-pavilion-x360-14-dy0077tu-46l95pa-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_6958.jpg,i5 - 1235U,8GB DDR4,SSD 512GB NMVe,Intel Iris Xe Graphics,14 Full HD ,New 100%
Laptop MSI Gaming Bravo 15 B5DD,16490000,https://laptop88.vn/moi-100-full-box-laptop-msi-bravo-15-amd-ryzen-5.html,https://laptop88.vn/media/product/pro_poster_5212.jpg,"AMD R7-5800H
",8GB DDR4,SSD 512GB NMVe,RX5500M 4GB GDDR6,15.6 Full HD 60Hz,New 100%
Laptop HP Elitebook 840 G7,12990000,https://laptop88.vn/new-outlet-laptop-elitebook-840-g7-intel-core-i5-10310u-16gb-256gb.html,https://laptop88.vn/media/product/pro_poster_8036.jpg,"i5 - 10310u
",16GB,SSD 256GB ,UHD Graphics,14 FHD ,New Outlet
Laptop Gaming Gigabyte G5 KF,25290000,https://laptop88.vn/new-100-laptop-gaming-gigabyte-g5-kf-e3vn333sh-intel-core-i5-12500h-rtx-4060-8gb-15.6-inch-fhd-144hz.html,https://laptop88.vn/media/product/pro_poster_8127.jpg,"i5 - 12500H
",8GB DDR4,SSD 512GB NVMe,Nvidia RTX 4060 ,15.6 Full HD 144Hz,New 100%
Laptop MSI Cyborg 15 A12VE 240VN,24990000,https://laptop88.vn/new-100-laptop-msi-cyborg-15-a12ve-240vn-intel-core-i7-12650h-rtx-4050-15.6-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_7968.jpg,"i7 - 12650H
",8GB DDR5,SSD 512GB,"Nvidia RTX 4050
",15.6 Full HD 144Hz,New 100%
Laptop Lenovo Yoga 7 16IAP7,17990000,https://laptop88.vn/new-100-laptop-lenovo-yoga-7-16iap7-82qg0001us-intel-core-i5-1240p-16-inch-wqxga.html,https://laptop88.vn/media/product/pro_poster_8033.jpg,"i5-1240P
",8GB LPDDR5,SSD 256GB NVMe,"Intel Iris Xe Graphics
",16  2K 100% sRGB,New 100%
Laptop Gaming Acer Nitro 5 AN517,18290000,https://laptop88.vn/moi-100-full-box-laptop-acer-nitro-5-an517-55-5354-intel-core-i5-12500h-rtx-3050-4gb-17.3-inch-full-hd-144hz.html,https://laptop88.vn/media/product/pro_poster_7830.jpg,i5 - 12500H,8GB DDR4,SSD 512GB NVMe,Nvidia RTX 3050 4GB,17.3 Full HD 144Hz,New Outlet
Laptop MSI Gaming Katana GF66 12UC 699VN,20990000,https://laptop88.vn/moi-100-full-box-laptop-msi-gaming-katana-gf66-12uc-699vn-intel-core-i5-12450h-rtx-3050.html,https://laptop88.vnhttps://laptop88.vn/media/product/7631_anb______ng_h____msi_gaming_katana_gf66_12uc_699vn.jpg,"i5 - 12450H
",8GB DDR4,SSD 512GB NVMe,Nvidia RTX 3050,15.6 Full HD ,New 100%
Laptop Gaming GIGABYTE G5 GD 51VN123SO,17990000,https://laptop88.vn/moi-100-full-box-laptop-gaming-gigabyte-g5-gd-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_6817.jpg,i5 - 11400H,16GB DDR4,SSD 512GB NMVe,Nvidia RTX 3050,15.6 Full HD 144Hz,New 100%
Laptop Gaming MSI GF63 Thin 11SC 664VN,14990000,https://laptop88.vn/moi-100-full-box-laptop-msi-gf63-thin-10scs-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_5809.jpg,"Intel Core i5-11400H
",8GB DDR4,SSD 512GB NVMe,"Nvidia GTX 1650
",15.6 Full HD 144Hz,New 100%
Dell XPS 13 9315,22990000,https://laptop88.vn/moi-100-full-box-laptop-dell-xps-13-9315-f4gh8-intel-core-i5-1230u-13.4-inch-full-hd.html,https://laptop88.vnhttps://laptop88.vn/media/product/7827_anb______ng_h____dell_xps_13_9315_f4gh8_m___i___i5_1230u.jpg,i5 - 1230U,8GB LPDDR5,SSD 512GB NMVe,Intel Iris Xe Graphics,13.4 Full HD+,New 100%
Laptop Gaming Acer Nitro 5 Eagle AN515,17990000,https://laptop88.vn/moi-100-full-box-laptop-gaming-acer-nitro-5-an515-57-intel-core-i5.html,https://laptop88.vn/media/product/pro_poster_4766.jpg,i5 - 11400H,8GB DDR4,SSD 512GB,Nvidia GTX 1650,15.6 Full HD 144Hz,New 100%
Laptop Dell Gaming G15 5525 691KP,18990000,https://laptop88.vn/moi-100-full-box-laptop-dell-gaming-g15-5515-2021-amd-ryzen-5.html,https://laptop88.vn/media/product/pro_poster_6695.jpg,R5 - 6600H,8GB DDR5,SSD 512GB NVMe,NVIDIA  RTX 3050,15.6 Full HD 120Hz,New 100%
Laptop Gaming Gigabyte G5 MF E2VN333SH,23290000,https://laptop88.vn/new-100-laptop-gaming-gigabyte-g5-mf-e2vn333sh-intel-core-i5-12500h-rtx-4050-15.6-inch-fhd-144hz.html,https://laptop88.vn/media/product/pro_poster_8126.jpg,"i5 - 12500H
",8GB DDR4,SSD 512GB NVMe,Nvidia RTX 4050 ,15.6 Full HD 144Hz,New 100%
Laptop HP VICTUS 16,18990000,https://laptop88.vn/moi-100-full-box-laptop-hp-victus-16-e0175ax-4r0u8pa-amd-ryzen-5.html,https://laptop88.vn/media/product/pro_poster_6659.jpg,R5 - 6600H,16GB DDR5,SSD 512GB NMVe,"Nvidia RTX 3050
",16.1 Full HD 144Hz,New 100%
Laptop Asus Zenbook Q409ZA,14590000,https://laptop88.vn/moi-100-full-box-laptop-asus-zenbook-q409-intel-core-i5-doi-moi-nhat-deal-ngon.html,https://laptop88.vn/media/product/pro_poster_7318.jpg,"Core i5-1240P
",8GB LPDDR5,SSD 256GB NVMe,"Intel Iris Xe Graphics
",14.0 OLED 2.8K,New 100%
Laptop Lenovo IdeaPad 3 14ITL6 82H701G0US,13590000,https://laptop88.vn/new-100-laptop-lenovo-ideapad-3-14itl6-82h701g0us-intel-core-i7-1165g7-14-inch-full-hd.html,https://laptop88.vn/media/product/pro_poster_8076.jpg,"i7-1165G7
",8GB DDR4,SSD 256GB NVMe,Intel Iris Xe Graphics,14 Full HD,New 100%
