Product,Price,Image,Link,CPU,Ram,Storage,Graphics,Screen,Status,Weight,Battery,Brand
HP EliteBook 850 G1,7300000,https://techcare.vn/wp-content/uploads/2019/04/hp-elitebook-850-g1-300x300.png,https://techcare.vn/san-pham/hp-elitebook-850-g1/,Core i5-4300U,4GB,SSD 120GB,Intel HD Graphics 4400,15.6 inch HD,99%,"1,87 kg",,HP
Dell Latitude e6540,6600000,https://techcare.vn/wp-content/uploads/2018/08/dell-latitude-e6540-300x300.png,https://techcare.vn/san-pham/dell-latitude-e6540-corei7/,Core i7–4600M,4GB,SSD 120GB,Intel Graphics 4600,15.6 inch HD,99%,2.45 kg,,DELL
Lenovo Thinkpad X250,7700000,https://techcare.vn/wp-content/uploads/2019/04/lenovo-thinkpad-x250-300x300.jpg,https://techcare.vn/san-pham/lenovo-thinkpad-x250/,Core i5-5300U,4GB,SSD 120GB,Intel HD Graphics 5500,12.5 inch HD,99%,1.42 kg,,LENOVO
Dell Inspiron N5547,7800000,https://techcare.vn/wp-content/uploads/2017/02/dell-inspiron-n5547-3-300x300.png,https://techcare.vn/san-pham/laptop-dell-inspiron-n5547-i5-4210u-amd-radeon-r7-m265/,Core i5-4210U,4GB,HDD 500GB,AMD Radeon R7 M265 2 GB,15.6 inch HD,99%,2.09 kg,,DELL
Dell Vostro 5480,9300000,https://techcare.vn/wp-content/uploads/2017/02/dell-vostro-5480-1-300x300.png,https://techcare.vn/san-pham/laptop-dell-vostro-5480-i5-5200u-nvidia-gt830m-2-gb/,Core i5-5200U,4GB,HDD 500GB,Nvidia GT830M,14 inch HD,99%,1.53kg,,DELL
Asus UX310UA,14500000,https://techcare.vn/wp-content/uploads/2017/10/asus-ux310ua-300x300.png,https://techcare.vn/san-pham/laptop-cu-asus-zenbook-ux310ua-core-i7-6500u-card-intel-hd-graphics-520/,Core i7-6500U,8GB,SSD 256GB,Intel HD Graphics 520,13.3 inch Full HD,99%,1.45 kg, 6 Cell good,ASUS
HP Probook 4540s,6900000,https://techcare.vn/wp-content/uploads/2019/04/hp-probook-4540s-300x300.jpg,https://techcare.vn/san-pham/hp-probook-4540s-core-i5-3210m-vga-2gb-amd-radeon-hd-7650m/,Core i5-3320M,4GB,SSD 120GB,Intel HD Graphics 4000,15.6 inch HD,99%,2.44kg,,HP
HP Elitebook 1040 G1,7200000,https://techcare.vn/wp-content/uploads/2019/04/hp-elitebook-1040-g1-3-300x300.png,https://techcare.vn/san-pham/hp-elitebook-folio-1040-g3-core-i5-6300u-intel-hd-graphics-520/,Core i5-4300U,4GB,SSD 128GB,Intel HD Graphics 520,14 inch HD,99%,"1,4 kg",,HP
Dell Latitude E3580,8400000,https://techcare.vn/wp-content/uploads/2019/04/dell-latitude-e3580-300x300.png,https://techcare.vn/san-pham/dell-latitude-e3580-i5/,Core i5-6200U,4GB,SSD 256GB,Intel HD Graphics 620,15.6 inch HD,99%,1.95kg ,,DELL
HP Probook 650 G1,4900000,https://techcare.vn/wp-content/uploads/2019/05/hp-probook-650-g1-4-1-300x300.jpg,https://techcare.vn/san-pham/hp-probook-650-g1-2/,Core i3-4000M,4GB,SSD 120GB,Intel Graphics 4600,15.6 inch HD,99%,1.33 kg  ,45Whr,HP
HP Probook 430 G3,8300000,https://techcare.vn/wp-content/uploads/2019/05/hp-probook-430-g3-300x300.png,https://techcare.vn/san-pham/hp-probook-430-g3-i5/,Core i3-6100U,4GB,SSD 120GB,Intel HD Graphics 520,13.3 inch HD,99%,,,HP
MacBook Air M1 2020,16800000,https://techcare.vn/wp-content/uploads/2022/07/macbook-air-m1-2020-15.jpg,https://techcare.vn/san-pham/macbook-air-m1-2020/,Apple M1,8GB,SSD 256GB,Intel Iris Plus Graphics,13.3 inch (2560x1600)pixel,99%,1.29 kg,18 tiếng,MACBOOK
Lenovo X1 Carbon gen 3,10800000,https://techcare.vn/wp-content/uploads/2019/05/lenovo-x1-carbon-gen-3-300x300.jpg,https://techcare.vn/san-pham/business-thinkpad-x1-carbon-gen-3/,Core i5-5200U,8GB,SSD 120GB,Intel HD Graphics 5500,14 inch Full HD,99%,1.36kg,Lithium Polymer 8-cell RapidCharge,LENOVO
Dell Latitude e7470,6500000,https://techcare.vn/wp-content/uploads/2019/05/dell-latitude-e7470-1-300x300.png,https://techcare.vn/san-pham/dell-latitude-e7470/,Core i7-6600U,8GB,SSD 240GB,Intel HD Graphics 520,14 inch Full HD,99%,1.42 kg,4 cell (≥ 4 giờ),DELL
Dell latitude 3560,4900000,https://techcare.vn/wp-content/uploads/2022/06/dell-latitude-3560.jpg,https://techcare.vn/san-pham/dell-latitude-3560-i3/,Core i3-5005U,4GB,SSD 120GB,Intel HD Graphics 5500,15.6 inch HD,99%,2.1 kg,6 Cells,DELL
Dell Latitude E5570,5100000,https://techcare.vn/wp-content/uploads/2019/05/dell-latitude-e5570-300x300.png,https://techcare.vn/san-pham/dell-latitude-e5570/,Core i5-6200U,8GB,SSD 240GB,Intel HD Graphics 520,15.6 inch HD,99%,1.98 kg,62Whr,DELL
Dell Latitude E5550,7500000,https://techcare.vn/wp-content/uploads/2019/04/dell-latitude-e5550-300x300.png,https://techcare.vn/san-pham/dell-latitude-e5550-i5/,Core i3-5010U,4GB,SSD 120GB,Intel HD Graphics 5500,15.6 inch HD,99%,2.02kg,,DELL
Dell Latitude 5490,5500000,https://techcare.vn/wp-content/uploads/2020/12/dell-latitude-5490-14-300x300.jpg,https://techcare.vn/san-pham/dell-latitude-5490/,Core i5-7200U,8GB,SSD 128GB,Intel HD Graphics 620,14 inch Full HD,99%,,4 Cell,DELL
Dell Latitude 3400,10500000,https://techcare.vn/wp-content/uploads/2021/11/dell-latitude-3400-300x300.jpg,https://techcare.vn/san-pham/dell-latitude-3400/,Core i7-8565U,8GB,SSD 256GB,Nvidia MX130,14 inch Full HD,99%,1.67 kg,56 Wh,DELL
Dell Latitude e7240,6500000,https://techcare.vn/wp-content/uploads/2019/11/dell-latitude-e7240-3-300x300.png,https://techcare.vn/san-pham/dell-latitude-e7240/,Core i7-4600U,4GB,SSD 120GB,Intel HD Graphics 4400,12.5 inch HD,99%,1.4 kg,,DELL
Dell g3 3590,16500000,https://techcare.vn/wp-content/uploads/2019/04/dell-g3-3590-1-1-300x300.png,https://techcare.vn/san-pham/dell-g3-3590-core-i7/,Core i7-9750H,8GB,HDD 1TB + SSD 120GB,Nvidia GeForce GTX 1650 4GB,15.6 inch Full HD,99%,,3 Cells 51 Whr,DELL
Dell Latitude E5590,6200000,https://techcare.vn/wp-content/uploads/2020/05/dell-latitude-e5590-300x300.jpg,https://techcare.vn/san-pham/dell-latitude-e5590/,Core i5-7300U,8GB,SSD 256GB,Intel HD Graphics,15.6 inch HD,99%,1.8kg,4 cell,DELL
Dell Latitude 3470,5900000,https://techcare.vn/wp-content/uploads/2021/07/dell-latitude-3470-6-300x300.png,https://techcare.vn/san-pham/dell-latitude-3470/,Core i5-6200U,8GB,SSD 256GB,Intel HD Graphics 520,14 inch HD,99%,2.0kg,6 Cell – 65Whr,DELL
HP Probook 450 G3,8600000,https://techcare.vn/wp-content/uploads/2019/03/hp-probook-450-g3-1-300x300.jpg,https://techcare.vn/san-pham/hp-probook-450-g3/,Core i3-6100U,4GB,SSD 120GB,Intel HD Graphics 520,15.6 inch HD,99%,2.1 kg,44Whr,HP
Lenovo Thinkpad X270,8600000,https://techcare.vn/wp-content/uploads/2019/05/lenovo-thinkpad-x270-300x300.jpg,https://techcare.vn/san-pham/lenovo-thinkpad-x270-i5/,Core i5-7200U,4GB,SSD 120GB,Intel HD Graphics 520,12.5 inch Full HD,99%,1.36kg,,LENOVO
Lenovo Thinkpad X280,14900000,https://techcare.vn/wp-content/uploads/2019/05/lenovo-thinkpad-x280-1-300x300.jpg,https://techcare.vn/san-pham/lenovo-thinkpad-x280-20kfs01900/,Core i5-8250U,8GB,SSD 256GB,Intel HD Graphics 620,12.5 inch HD,99%,,,LENOVO
Asus F560UD BQ055T,14600000,https://techcare.vn/wp-content/uploads/2019/04/asus-f560ud-bq055t-300x300.png,https://techcare.vn/san-pham/asus-f560ud-bq055t/,Core i5-8250U,8GB,HDD 1TB,Nvidia GeForce GTX 1050 2GB,15.6 inch Full HD,99%,1.97kg,,ASUS
Dell inspiron 7447,9600000,https://techcare.vn/wp-content/uploads/2018/07/dell-inspiron-7447-300x300.png,https://techcare.vn/san-pham/dell-inspiron-7447-i7/,Core i7-4720HQ,8GB,HDD 500GB + SSD 120GB,Nvidia Geforce GTX 850M,14 inch HD,99%,,4 Cells,DELL
Dell XPS 13 9350,12500000,https://techcare.vn/wp-content/uploads/2019/10/dell-xps13-9350-300x300.png,https://techcare.vn/san-pham/laptop-cu-dell-xps-13-9350-core-i3-6100u-intel-hd-graphics-520/,Core i7-6560U,8GB,SSD 256GB,Intel HD Graphics 540,13.3 inch Full HD,99%,1.24kg,,DELL
Dell XPS 13 9370,13900000,https://techcare.vn/wp-content/uploads/2018/04/dell-xps-13-9370-300x300.png,https://techcare.vn/san-pham/dell-xps-13-9370/,Core i5-8250U,8GB,SSD 256GB,Intel HD Graphics 620,13.3 inch Full HD,99%,,52WWHz,DELL
Dell Latitude 7290,10900000,https://techcare.vn/wp-content/uploads/2020/05/dell-latitude-7290-17-300x300.jpg,https://techcare.vn/san-pham/dell-latitude-7290/,Core i5-7300U,8GB,SSD 256GB,Intel HD Graphics 620,12.5 inch HD,99%,1.19kg,42 WHz,DELL
Lenovo X1 Carbon Gen 5,10700000,https://techcare.vn/wp-content/uploads/2020/06/lenovo-thinkpad-x1-carbon-gen-5-7-300x300.jpg,https://techcare.vn/san-pham/lenovo-thinkpad-x1-carbon-gen-5/,Core i5-6300U,8GB,SSD 256GB,Intel HD Graphics 620,14 inch Full HD,99%,1.13Kg,57Wh,LENOVO
Dell Xps 13 9350,10600000,https://techcare.vn/wp-content/uploads/2018/04/dell-xps-13-9350-1-1-300x300.png,https://techcare.vn/san-pham/dell-xps-13-9350/,Core i5-6200U,4GB,SSD 128GB,Intel HD Graphics 520,13.3 inch Full HD,99%,1.24kg,,DELL
HP Zbook 15 G6,21900000,https://techcare.vn/wp-content/uploads/2021/09/hp-zbook-15-g6-9-300x300.jpg,https://techcare.vn/san-pham/hp-zbook-15-g6/,Core i7-9750H,16GB,SSD 512GB,Nvidia Quadro T1000 4GB,15.6 inch Full HD,99%,2.6 – 3 kg,4 cells Li-poly 90 Wh,HP
Lenovo Thinkpad T460,10300000,https://techcare.vn/wp-content/uploads/2018/04/lenovo-thinkpad-t460-300x300.jpg,https://techcare.vn/san-pham/lenovo-thinkpad-t460/,Core i5-6300U,8GB,SSD 120GB,Intel HD Graphics 520,14 inch HD,99%,1.4kg,3 cell,LENOVO
Lenovo ThinkPad P53,20500000,https://techcare.vn/wp-content/uploads/2020/05/lenovo-thinkpad-p53-17-300x300.jpg,https://techcare.vn/san-pham/lenovo-thinkpad-p53/,Core i7-9750H,16GB,SSD 256GB,Nvidia Quadro T1000 4GB,15.6 inch Full HD,99%,2.45kg,90Whz,LENOVO
Dell Precision 7540,18500000,https://techcare.vn/wp-content/uploads/2021/02/dell-precision-7540-11-300x300.jpg,https://techcare.vn/san-pham/dell-precision-7540/,Core i7-9750H,8GB,SSD 256GB,Nvidia Quadro T1000 4GB,15.6 inch Full HD,99%,2.79 kg,6 Cells,DELL
